,PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N
184,878,PSZ2_G191.57+58.88,157.41519330000003,33.90993599,10:29:40,+33:54:35.76,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=157.415193&dec=33.909936&opt=S,MADE,5.1692,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0046,-2.04,,,,
185,840,PSZ2_G180.74-85.21,17.30791062,-24.51078702,1:09:14,-24:30:39,False,,,5.1676,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0109,1.41,,,,
186,1230,PSZ2_G265.60-46.87,58.76154908,-54.74672968,3:55:03,-54:44:48,False,,,5.1664,918,-1,,-1,F,PSZ1_G265.64-46.87,1-Nov-14,,,,unknown,unknown,False,,-0.0091,-5.0,-0.0091,-4.94,918.0,1230.0,5.166,4.984
187,1640,PSZ2_G356.21-43.11,317.834006,-44.43442288,21:11:20,-44:26:04,False,,,5.1663,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0298,2.78,,,,
188,217,PSZ2_G053.80+36.49,254.9007904,31.74318993,16:59:36,+31:44:35.48,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=254.900790&dec=31.743190&opt=S,MADE,5.1628,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0026,0.7,,,,
189,568,PSZ2_G116.05+20.00,329.9460709,80.49072174,21:59:47,+80:29:26.59,False,,,5.1623,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0043,-3.08,,,,
190,920,PSZ2_G203.32+08.91,106.5419128,12.55394855,7:06:10,+12:33:14.21,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=106.541913&dec=12.553949&opt=S,MADE,5.1536,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0284,3.09,,,,
191,1626,PSZ2_G349.18+38.66,227.97241129999998,-11.27847582,15:11:53,-11:16:43,False,,,5.1507,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0508,2.58,,,,
192,295,PSZ2_G069.47-29.06,326.5036007,13.98760754,21:46:01,+13:59:15.38,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=326.503601&dec=13.987608&opt=S,MADE,5.1432,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0358,2.19,,,,
193,1065,PSZ2_G234.09+10.45,122.28976010000001,-13.48846982,8:09:10,-13:29:18,False,,,5.1408,786,-1,,-1,F,PSZ1_G234.12+10.45,,,,,unknown,unknown,True,,0.0256,2.34,0.0287,2.51,786.0,1065.0,5.141,4.611000000000001
194,115,PSZ2_G032.31+66.07,219.29791380000003,24.38923753,14:37:11,+24:23:21.25,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=219.297914&dec=24.389238&opt=S,MADE,5.138,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0174,2.4,,,,
195,574,PSZ2_G117.11+11.48,352.4867269,73.43335605,23:29:57,+73:26:00.08,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=352.486727&dec=73.433356&opt=S,MADE,5.138,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0005,-0.15,,,,
196,1428,PSZ2_G303.75-32.86,6.018087747,-84.22069324,0:24:04,-84:13:14,False,,,5.1294,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0072,-1.36,,,,
197,1298,PSZ2_G278.94-17.62,121.09173,-65.93005193,8:04:22,-65:55:48,False,,,5.1281,963,-1,,-1,F,PSZ1_G278.94-17.62,,,,,unknown,unknown,False,,0.0172,3.27,0.0172,3.27,963.0,1298.0,5.127999999999999,4.633
198,1369,PSZ2_G292.22-43.33,38.23132622,-71.61953415,2:32:56,-71:37:10,False,,,5.1264,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0066,0.77,,,,
199,5,PSZ2_G002.04-22.15,291.3596104,-36.51794355,19:25:26,-36:31:05,False,,,5.1256,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0101,1.04,,,,
200,420,PSZ2_G092.64+20.78,289.1859218,61.68023622,19:16:45,+61:40:48.85,False,,,5.1219,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0153,4.88,,,,
201,860,PSZ2_G185.72-32.23,61.9820324,5.791145179,4:07:56,+05:47:28.12,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=61.982032&dec=5.791145&opt=S,MADE,5.1203,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0025,-0.74,,,,
202,1228,PSZ2_G265.35+08.06,141.49415080000003,-39.37614349,9:25:59,-39:22:34,False,,,5.1202,916,-1,,-1,F,PSZ1_G265.37+08.05,1-Nov-14,,,,unknown,unknown,False,,0.03,3.23,0.0258,2.92,916.0,1228.0,5.12,5.085
203,1416,PSZ2_G299.68-60.21,15.80680639,-56.84243414,1:03:14,-56:50:33,False,,,5.1168,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0044,-0.9,,,,
204,684,PSZ2_G139.72-17.13,34.98055515,42.83165961,2:19:55,+42:49:53.97,False,,,5.1164,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0114,1.8,,,,
205,108,PSZ2_G030.70+09.44,273.4416566,2.331401525,18:13:46,+02:19:53.04,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=273.441657&dec=2.331402&opt=S,MADE,5.1155,80,-1,,-1,F,PSZ1_G030.70+09.47,,,,,unknown,unknown,True,,0.0354,2.83,0.0473,3.44,80.0,108.0,5.1160000000000005,4.66
206,1289,PSZ2_G278.32-18.77,117.91695859999999,-65.90399666,7:51:40,-65:54:14,False,,,5.1145,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0055,1.33,,,,
207,1643,PSZ2_G356.88-11.33,276.5105802,-37.09743422,18:26:03,-37:05:51,False,,,5.1058,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.8901,11.33,,,,
208,176,PSZ2_G045.96-26.94,312.5348829,-1.5905274880000002,20:50:08,-1:35:26,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=312.534883&dec=-1.590527&opt=S,MADE,5.1041,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0015,-0.36,,,,
209,1386,PSZ2_G294.31-14.18,159.30395719999999,-74.76063843,10:37:13,-74:45:38,False,,,5.102,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0029,-1.17,,,,
210,1348,PSZ2_G287.55-14.25,141.68864409999998,-70.73151088,9:26:45,-70:43:53,False,,,5.1011,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0268,3.15,,,,
211,714,PSZ2_G146.16-48.92,28.17903385,11.16701043,1:52:43,+11:10:01.23,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=28.179034&dec=11.167010&opt=S,MADE,5.1006,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0025,0.52,,,,
212,1326,PSZ2_G285.28-47.35,42.53801975,-65.49937594,2:50:09,-65:29:58,False,,,5.0999,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.027000000000000003,2.28,,,,
213,1288,PSZ2_G277.93+12.34,158.06735749999999,-43.66602469,10:32:16,-43:39:58,False,,,5.0917,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0236,2.52,,,,
214,445,PSZ2_G096.10+12.46,307.8285784,60.91093159,20:31:19,+60:54:39.35,False,,,5.0875,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0002,-0.06,,,,
215,146,PSZ2_G040.11-42.58,324.27063210000006,-13.09633478,21:37:05,-13:05:47,False,,,5.0839,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0364,1.43,,,,
216,484,PSZ2_G100.38+16.73,304.68105710000003,66.70298385,20:18:43,+66:42:10.74,False,,,5.0838,-1,-1,,-1,T,,,,16-Nov-15,,unknown,unknown,True,,,,-0.0012,-0.59,,,,
217,655,PSZ2_G134.26-44.28,21.35871815,17.83531311,1:25:26,+17:50:07.12,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=21.358718&dec=17.835313&opt=S,MADE,5.082,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0007,0.17,,,,
218,463,PSZ2_G098.39+57.68,215.56976009999997,54.90110049,14:22:17,+54:54:03.96,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=215.569760&dec=54.901100&opt=S,MADE,5.0797,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0035,-1.4,,,,
219,1384,PSZ2_G293.92-17.26,150.84974780000002,-77.09838771,10:03:24,-77:05:54,False,,,5.0781,1028,-1,,-1,F,PSZ1_G293.92-17.26,,,,,unknown,unknown,False,,0.0091,1.42,0.0091,1.42,1028.0,1384.0,5.078,4.651
220,132,PSZ2_G037.25-16.27,299.29833199999996,-3.6387063019999997,19:57:12,-3:38:19,False,,,5.071000000000001,101,-1,,-1,F,PSZ1_G037.22-16.24,,,,,unknown,unknown,True,,-0.0047,-0.92,-0.0049,-1.0,101.0,132.0,5.071000000000001,5.015
221,1377,PSZ2_G293.09+43.20,185.28970969999997,-19.09063912,12:21:10,-19:05:26,False,,,5.0706,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0031,-0.68,,,,
222,1237,PSZ2_G267.30-46.19,59.12990677,-56.07925546,3:56:31,-56:04:45,False,,,5.0682,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0024,0.6,,,,
223,746,PSZ2_G153.68+36.96,131.3865663,62.28670479,8:45:33,+62:17:12.13,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=131.386566&dec=62.286705&opt=S,MADE,5.0674,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0053,1.08,,,,
224,887,PSZ2_G193.90+09.41,102.79908979999999,21.148622399999997,6:51:12,+21:08:55.04,False,,,5.0611,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0336,3.42,,,,
225,1549,PSZ2_G329.29+29.18,218.9841955,-28.28372436,14:35:56,-28:17:01,False,,,5.0577,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.006,0.65,,,,
226,538,PSZ2_G110.69-46.25,4.099172712,15.78512174,0:16:24,+15:47:06.43,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=4.099173&dec=15.785122&opt=S,MADE,5.0481,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0048,0.66,,,,
227,34,PSZ2_G009.04+31.09,244.5860131,-4.1892994230000005,16:18:21,-4:11:21,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=244.586013&dec=-4.189299&opt=S,MADE,5.0428,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.042,3.7,,,,
228,1014,PSZ2_G225.76-17.35,92.57195205,-18.94492866,6:10:17,-18:56:42,False,,,5.0404,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0483,4.88,,,,
229,243,PSZ2_G058.42-33.50,323.88232789999995,3.881770214,21:35:32,+03:52:54.37,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=323.882328&dec=3.881770&opt=S,MADE,5.0389,192,-1,,-1,F,PSZ1_G058.45-33.47,,,,,unknown,unknown,True,,-0.0054,-1.48,-0.0006,-0.11,192.0,243.0,5.039,4.8260000000000005
230,59,PSZ2_G018.76-61.65,340.6369626,-30.31504626,22:42:33,-30:18:54,False,,,5.0381,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0011,0.18,,,,
231,330,PSZ2_G077.67+30.59,266.7472334,50.47195463,17:46:59,+50:28:19.03,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=266.747233&dec=50.471955&opt=S,MADE,5.0344,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0054,1.76,,,,
232,1447,PSZ2_G306.23+11.92,197.973139,-50.8188756,13:11:54,-50:49:08,False,,,5.0278,1075,-1,,-1,F,PSZ1_G306.23+11.89,,,,,unknown,unknown,False,RASS BCS,0.0585,4.06,0.0366,3.1,1075.0,1447.0,5.0280000000000005,4.783
233,835,PSZ2_G179.33-22.22,66.37553435,16.4646611,4:25:30,+16:27:52.77,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=66.375534&dec=16.464661&opt=S,MADE,5.0185,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0018,-0.49,,,,
234,1233,PSZ2_G266.50-25.31,97.65600437,-57.38551509,6:30:37,-57:23:08,False,,,5.0181,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0046,-2.64,,,,
235,1264,PSZ2_G271.55+26.00,160.560815,-28.88023534,10:42:15,-28:52:49,False,,,5.0151,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0248,2.42,,,,
236,279,PSZ2_G066.59-58.51,346.85582410000006,-7.542316307999999,23:07:25,-7:32:32,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=346.855824&dec=-7.542316&opt=S,MADE,5.0141,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0047,-1.45,,,,
237,480,PSZ2_G100.07+17.06,303.5893034,66.61169511,20:14:21,+66:36:42.10,False,,,5.0118,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0015,-0.74,,,,
238,785,PSZ2_G164.85-16.55,60.75506077,30.32177099,4:03:01,+30:19:18.37,False,,,5.0117,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.003,0.49,,,,
239,624,PSZ2_G126.36-19.11,17.34276939,43.63370456,1:09:22,+43:38:01.33,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=17.342769&dec=43.633705&opt=S,MADE,5.0096,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0334,3.2,,,,
240,426,PSZ2_G093.71-30.90,345.1839268,25.61136828,23:00:44,+25:36:40.92,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=345.183927&dec=25.611368&opt=S,MADE,5.0012,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0082,1.4,,,,
241,1305,PSZ2_G280.39-10.48,136.6507197,-63.03595585,9:06:36,-63:02:09,False,,,4.9988,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0297,3.69,,,,
242,1259,PSZ2_G271.15+21.10,157.0896629,-32.7954838,10:28:22,-32:47:44,False,,,4.9957,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0109,1.45,,,,
243,208,PSZ2_G051.48-30.87,318.39885360000005,0.51964668,21:13:36,+00:31:10.72,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=318.398854&dec=0.519647&opt=S,MADE,4.992,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0055,1.1,,,,
244,857,PSZ2_G185.45-32.01,62.01698914,6.109443392999999,4:08:04,+06:06:33.99,False,,,4.9916,624,-1,,-1,F,PSZ1_G185.42-32.03,30-Jan-14,,4-Nov-14,,unknown,unknown,True,,0.0018,0.38,0.0047,0.85,624.0,857.0,4.992,6.153
245,612,PSZ2_G125.11+28.14,131.0118618,87.81815671,8:44:03,+87:49:05.36,False,,,4.9889,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0034,0.99,,,,
246,769,PSZ2_G160.94+44.85,143.3680894,54.95231489,9:33:28,+54:57:08.33,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=143.368089&dec=54.952315&opt=S,MADE,4.9844,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0072,1.01,,,,
247,1010,PSZ2_G224.86-79.51,24.5815777,-28.80738059,1:38:20,-28:48:27,False,,,4.9797,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0029,-0.88,,,,
248,1335,PSZ2_G286.32-30.62,85.37937345,-75.06259142,5:41:31,-75:03:45,False,,,4.9758,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0477,8.32,,,,
249,852,PSZ2_G183.92+16.36,105.48936529999999,32.85983276,7:01:57,+32:51:35.39,False,,,4.974,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0238,2.7,,,,
250,1525,PSZ2_G323.96+43.81,208.5254743,-16.48256945,13:54:06,-16:28:57,False,,,4.9739,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0284,2.56,,,,
251,505,PSZ2_G105.00+39.68,238.1512045,70.53335741,15:52:36,+70:32:00.08,False,,,4.9721,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0144,3.22,,,,
252,1361,PSZ2_G289.50+32.71,179.97690690000002,-28.80465715,11:59:54,-28:48:17,False,,,4.9718,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0119,1.37,,,,
253,1579,PSZ2_G337.99-33.61,303.6793437,-59.21752123,20:14:43,-59:13:03,False,,,4.9694,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0065,-1.12,,,,
254,233,PSZ2_G057.09+11.19,283.51940989999997,26.48299795,18:54:05,+26:28:58.79,False,,,4.9635,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0128,2.16,,,,
255,1372,PSZ2_G292.69-18.32,143.7570983,-77.10335928,9:35:02,-77:06:12,False,,,4.9635,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0054,-1.96,,,,
256,1411,PSZ2_G297.91+31.43,187.8533032,-31.242166100000002,12:31:25,-31:14:32,False,,,4.963,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0143,1.28,,,,
257,688,PSZ2_G141.59+23.69,95.48324713,72.81279919,6:21:56,+72:48:46.07,False,,,4.9629,507,-1,,-1,F,PSZ1_G141.59+23.69,,,,,unknown,unknown,True,,0.0027,0.58,0.0027,0.58,507.0,688.0,4.963,4.829
258,133,PSZ2_G037.31-21.54,304.03231339999996,-5.984018272999999,20:16:08,-5:59:02,False,,,4.9612,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0049,-1.04,,,,
259,1588,PSZ2_G340.35-42.80,320.1064682,-55.93778032,21:20:26,-55:56:16,False,,,4.96,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0091,-1.38,,,,
260,1183,PSZ2_G256.41+32.31,153.2545534,-15.89154883,10:13:01,-15:53:30,False,,,4.953,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0224,2.76,,,,
261,337,PSZ2_G079.36+38.06,254.8538954,52.07566315,16:59:25,+52:04:32.38,False,,,4.9471,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0151,3.16,,,,
262,1159,PSZ2_G253.43+30.57,150.0920479,-15.41010959,10:00:22,-15:24:36,False,,,4.9375,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0318,3.3,,,,
263,84,PSZ2_G025.89-46.67,324.677505,-23.98493287,21:38:43,-23:59:06,False,,,4.9335,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.008,1.11,,,,
264,831,PSZ2_G177.03+32.64,123.35259280000001,43.26509726,8:13:25,+43:15:54.35,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=123.352593&dec=43.265097&opt=S,MADE,4.9333,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.005,1.02,,,,
265,1333,PSZ2_G286.07-42.75,49.758829999999996,-69.22224304,3:19:02,-69:13:20,False,,,4.9299,991,-1,,-1,F,PSZ1_G286.07-42.77,1-Nov-14,,,,unknown,unknown,False,,0.0274,0.79,0.0299,0.83,991.0,1333.0,4.93,4.888999999999999
266,438,PSZ2_G095.00-37.14,349.3564146,20.57362211,23:17:26,+20:34:25.03,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=349.356415&dec=20.573622&opt=S,MADE,4.9271,332,-1,,-1,T,PSZ1_G095.00-37.14,,,,,unknown,unknown,True,,0.0011,0.24,0.0004,0.1,332.0,438.0,4.927,4.533
267,1113,PSZ2_G245.66-07.40,111.70146629999999,-32.417923699999996,7:26:48,-32:25:05,False,,,4.9261,835,-1,,-1,F,PSZ1_G245.67-07.42,,,,,unknown,unknown,True,,0.0121,1.58,0.0096,1.36,835.0,1113.0,4.926,4.601
268,720,PSZ2_G147.17+42.67,147.4524607,64.92212263,9:49:49,+64:55:19.64,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=147.452461&dec=64.922123&opt=S,MADE,4.9201,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0015,-0.45,,,,
269,700,PSZ2_G143.90+25.06,101.33508,71.07216098,6:45:20,+71:04:19.77,False,,,4.914,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.003,-0.86,,,,
270,106,PSZ2_G029.87-17.81,297.5458413,-10.64185681,19:50:11,-10:38:31,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=297.545841&dec=-10.641857&opt=S,MADE,4.9109,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0052,0.6,,,,
271,78,PSZ2_G023.87-13.88,291.3960142,-14.20553052,19:25:35,-14:12:20,False,,,4.9082,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0366,2.81,,,,
272,827,PSZ2_G176.07-26.95,60.63787495,15.61371808,4:02:33,+15:36:49.38,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=60.637875&dec=15.613718&opt=S,MADE,4.906000000000001,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.002,0.45,,,,
273,1296,PSZ2_G278.91-15.76,124.97084869999999,-64.99121246,8:19:53,-64:59:28,False,,,4.9044,962,-1,,-1,T,PSZ1_G278.83-15.67,,,,,unknown,unknown,False,,-0.0009,-0.32,0.0032,0.9,962.0,1296.0,4.904,4.686
274,713,PSZ2_G146.13+40.97,144.7845117,66.43705438,9:39:08,+66:26:13.39,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=144.784512&dec=66.437054&opt=S,MADE,4.9023,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.004,-1.46,,,,
275,514,PSZ2_G106.21+26.32,282.1361085,75.05866413,18:48:33,+75:03:31.19,False,,,4.9013,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0356,6.93,,,,
276,421,PSZ2_G092.69+59.92,216.63471119999997,51.25208974,14:26:32,+51:15:07.52,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=216.634711&dec=51.252090&opt=S,MADE,4.9013,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.004,0.99,,,,
277,88,PSZ2_G027.23+15.73,266.2912277,2.218193511,17:45:10,+02:13:05.49,False,,,4.8974,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0063,-0.97,,,,
278,1467,PSZ2_G311.23-23.00,255.91312299999998,-81.42894826,17:03:39,-81:25:44,False,,,4.893,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0051,-0.86,,,,
279,1055,PSZ2_G232.45-17.44,95.17233151,-24.86165904,6:20:41,-24:51:42,False,,,4.8923,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0007,0.15,,,,
280,429,PSZ2_G093.94+13.75,303.330712,59.83401527,20:13:19,+59:50:02.45,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=303.330712&dec=59.834015&opt=S,MADE,4.8897,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0004,0.15,,,,
281,1152,PSZ2_G252.51+20.02,141.4441469,-22.13189282,9:25:47,-22:07:55,False,,,4.888,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0015,0.31,,,,
282,250,PSZ2_G059.76+14.59,281.1949274,30.24677357,18:44:47,+30:14:48.38,False,,,4.8858,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0118,2.2,,,,
283,1365,PSZ2_G290.83-45.84,36.85187396,-68.96553569,2:27:24,-68:57:56,False,,,4.8828,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0021,-0.35,,,,
284,801,PSZ2_G167.63-43.99,43.59008344,7.952947772000001,2:54:22,+07:57:10.61,False,,,4.8751,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-999.0,-999.0,,,,
285,916,PSZ2_G202.61-26.26,74.96198098,-3.3718329810000003,4:59:51,-3:22:19,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=74.961981&dec=-3.371833&opt=S,MADE,4.8743,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0084,1.17,,,,
286,407,PSZ2_G090.12-13.87,330.91789889999995,38.08948587,22:03:40,+38:05:22.14,False,,,4.8687,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0549,5.18,,,,
287,851,PSZ2_G183.92-68.82,32.00462131,-15.62433553,2:08:01,-15:37:28,False,,,4.8647,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0419,3.14,,,,
288,1379,PSZ2_G293.17-14.35,155.46606640000002,-74.31557322,10:21:52,-74:18:56,False,,,4.8626,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0047,-2.37,,,,
289,1494,PSZ2_G316.51-33.21,313.5503874,-76.78672633,20:54:12,-76:47:12,False,,,4.8609,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0035,-0.59,,,,
290,597,PSZ2_G121.87-45.97,12.08917791,16.88760769,0:48:21,+16:53:15.38,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=12.089178&dec=16.887608&opt=S,MADE,4.8566,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0041,-1.69,,,,
291,1278,PSZ2_G275.24-40.42,65.53941897,-63.58772324,4:22:09,-63:35:16,False,,,4.8536,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0048,1.08,,,,
292,1252,PSZ2_G270.45-14.50,118.90048030000001,-57.24987103,7:55:36,-57:15:00,False,,,4.8509,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0225,3.29,,,,
293,1466,PSZ2_G311.18-47.76,357.67981349999997,-68.38015042,23:50:43,-68:22:49,False,,,4.8508,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0063,0.95,,,,
294,1168,PSZ2_G254.52+62.52,172.48833190000002,7.584715097999999,11:29:57,+07:35:04.97,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=172.488332&dec=7.584715&opt=S,MADE,4.8476,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0024,0.52,,,,
295,58,PSZ2_G018.73-15.49,290.7770614,-19.39917648,19:23:06,-19:23:57,False,,,4.8442,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0199,1.73,,,,
296,1430,PSZ2_G303.98-18.29,199.35574780000002,-81.10919501,13:17:25,-81:06:33,False,,,4.8387,1061,-1,,-1,F,PSZ1_G303.95-18.29,,,,,unknown,unknown,False,,0.0054,0.69,0.0047,0.6,1061.0,1430.0,4.8389999999999995,4.92
297,1145,PSZ2_G250.73+22.85,142.5033215,-18.99998415,9:30:01,-19:00:00,False,,,4.8372,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0016,0.34,,,,
