#  Table all_wfc_june03.fits[1]  Thu 15:22:31 12-Jun-2003

#      WAVELENGTH           F435W           F475W           F550M           F555W           F606W           F625W           F775W           F814W          F850LP

           4642.5       0.3543141       0.3554377     4.293462E-5      0.02255826     0.009855253     5.090602E-6     4.549265E-7     1.560535E-7     4.963569E-8
            4643.        0.354911       0.3555227     4.298676E-5      0.02286424      0.01027333     5.095965E-6     4.548045E-7     1.563429E-7     4.961358E-8
           4643.5       0.3555078       0.3556077     4.303890E-5       0.0231702      0.01069137     5.101328E-6     4.546825E-7     1.566324E-7     4.959148E-8
            4644.       0.3561046       0.3556927     4.309103E-5      0.02347613      0.01110937     5.106690E-6     4.545604E-7     1.569217E-7     4.956937E-8
           4644.5       0.3567013       0.3557777     4.314316E-5      0.02378204      0.01152734     5.112051E-6     4.544385E-7     1.572111E-7     4.954727E-8
            4645.        0.357298       0.3558627     4.319528E-5      0.02408792      0.01194527     5.117412E-6     4.543164E-7     1.575004E-7     4.952517E-8
           4645.5       0.3578947       0.3559477     4.324740E-5      0.02439377      0.01236316     5.122773E-6     4.541945E-7     1.577897E-7     4.950308E-8
            4646.       0.3584913       0.3560327     4.329951E-5      0.02469959      0.01278101     5.128133E-6     4.540725E-7     1.580790E-7     4.948098E-8
           4646.5       0.3590877       0.3561175     4.335161E-5      0.02500538      0.01319882     5.133491E-6     4.539505E-7     1.583683E-7     4.945888E-8
            4647.       0.3596842       0.3562026     4.340372E-5      0.02531115       0.0136166     5.138852E-6     4.538286E-7     1.586575E-7     4.943679E-8
           4647.5       0.3602806       0.3562875     4.345582E-5      0.02561689      0.01403434     5.144210E-6     4.537066E-7     1.589467E-7     4.941470E-8
            4648.        0.360877       0.3563724     4.350791E-5       0.0259226      0.01445205     5.149568E-6     4.535846E-7     1.592358E-7     4.939260E-8
           4648.5       0.3614733       0.3564574     4.356001E-5      0.02622829      0.01486971     5.154925E-6     4.534628E-7     1.595250E-7     4.937053E-8
            4649.       0.3620695       0.3565422     4.361208E-5      0.02653394      0.01528734     5.160281E-6     4.533407E-7     1.598141E-7     4.934842E-8
           4649.5       0.3626657       0.3566271     4.366416E-5      0.02683958      0.01570493     5.165638E-6     4.532189E-7     1.601032E-7     4.932635E-8
            4650.       0.3632618        0.356712     4.371623E-5      0.02714518      0.01612248     5.170994E-6     4.530969E-7     1.603922E-7     4.930426E-8
           4650.5       0.3622727       0.3567798     4.376868E-5       0.0275221      0.01737542     5.176395E-6     4.529790E-7     1.606827E-7     4.928261E-8
            4651.       0.3612836       0.3568477     4.382114E-5        0.027899      0.01862828     5.181795E-6     4.528611E-7     1.609731E-7     4.926095E-8
           4651.5       0.3602946       0.3569155     4.387358E-5      0.02827588      0.01988104     5.187195E-6     4.527432E-7     1.612635E-7     4.923931E-8
            4652.       0.3593056       0.3569833     4.392602E-5      0.02865272      0.02113371     5.192594E-6     4.526252E-7     1.615539E-7     4.921767E-8
           4652.5       0.3583167       0.3570511     4.397846E-5      0.02902954       0.0223863     5.197994E-6     4.525074E-7     1.618442E-7     4.919603E-8
            4653.       0.3573279       0.3571189     4.403089E-5      0.02940633      0.02363879     5.203393E-6     4.523895E-7     1.621346E-7     4.917438E-8
           4653.5       0.3563392       0.3571867     4.408332E-5      0.02978309      0.02489119     5.208791E-6     4.522715E-7     1.624249E-7     4.915274E-8
            4654.       0.3553506       0.3572545     4.413575E-5      0.03015983       0.0261435     5.214189E-6     4.521537E-7     1.627152E-7     4.913111E-8
           4654.5        0.354362       0.3573224     4.418817E-5      0.03053653      0.02739573     5.219587E-6     4.520359E-7     1.630055E-7     4.910947E-8
            4655.       0.3533734       0.3573901     4.424058E-5      0.03091322      0.02864785     5.224983E-6     4.519179E-7     1.632957E-7     4.908783E-8
           4655.5        0.352385       0.3574578     4.429300E-5      0.03128988      0.02989989     5.230380E-6     4.518001E-7     1.635860E-7     4.906619E-8
            4656.       0.3513966       0.3575256     4.434541E-5       0.0316665      0.03115184     5.235777E-6     4.516823E-7     1.638762E-7     4.904456E-8
           4656.5       0.3504083       0.3575934     4.439781E-5       0.0320431       0.0324037     5.241173E-6     4.515644E-7     1.641664E-7     4.902293E-8
            4657.         0.34942       0.3576612     4.445022E-5      0.03241967      0.03365547     5.246569E-6     4.514466E-7     1.644565E-7     4.900130E-8
           4657.5       0.3484319       0.3577289     4.450262E-5      0.03279622      0.03490715     5.251964E-6     4.513288E-7     1.647467E-7     4.897968E-8
            4658.       0.3474437       0.3577966     4.455501E-5      0.03317273      0.03615873     5.257358E-6     4.512109E-7     1.650368E-7     4.895804E-8
           4658.5       0.3464557       0.3578644     4.460739E-5      0.03354922      0.03741023     5.262752E-6     4.510931E-7     1.653269E-7     4.893642E-8
            4659.       0.3454677       0.3579321     4.465978E-5      0.03392569      0.03866164     5.268146E-6     4.509753E-7     1.656170E-7     4.891480E-8
           4659.5       0.3444799       0.3579999     4.471217E-5      0.03430213      0.03991296     5.273541E-6     4.508576E-7     1.659070E-7     4.889318E-8
            4660.       0.3434921       0.3580676     4.476454E-5      0.03467853      0.04116418     5.278933E-6     4.507397E-7     1.661971E-7     4.887155E-8
           4660.5       0.3441292        0.358241     4.476844E-5       0.0351163      0.04143496     5.279830E-6     4.506281E-7     1.664893E-7     4.885059E-8
            4661.       0.3447663       0.3584144     4.477235E-5      0.03555404      0.04170572     5.280726E-6     4.505164E-7     1.667816E-7     4.882964E-8
           4661.5       0.3454033       0.3585878     4.477625E-5      0.03599177      0.04197648     5.281622E-6     4.504047E-7     1.670739E-7     4.880868E-8
            4662.       0.3460403       0.3587612     4.478015E-5      0.03642949      0.04224722     5.282519E-6     4.502931E-7     1.673661E-7     4.878774E-8
           4662.5       0.3466772       0.3589344     4.478404E-5      0.03686716      0.04251795     5.283414E-6     4.501814E-7     1.676583E-7     4.876678E-8
            4663.       0.3473142       0.3591078     4.478795E-5      0.03730484      0.04278867     5.284311E-6     4.500698E-7     1.679505E-7     4.874583E-8
           4663.5       0.3479511       0.3592811     4.479184E-5      0.03774248      0.04305937     5.285206E-6     4.499581E-7     1.682427E-7     4.872487E-8
            4664.        0.348588       0.3594544     4.479574E-5      0.03818011      0.04333005     5.286102E-6     4.498465E-7     1.685349E-7     4.870392E-8
           4664.5       0.3492248       0.3596277     4.479963E-5      0.03861772      0.04360073     5.286998E-6     4.497348E-7     1.688270E-7     4.868297E-8
            4665.       0.3498616        0.359801     4.480353E-5       0.0390553       0.0438714     5.287893E-6     4.496231E-7     1.691192E-7     4.866201E-8
           4665.5       0.3504985       0.3599744     4.480744E-5      0.03949288      0.04414206     5.288790E-6     4.495117E-7     1.694114E-7     4.864108E-8
            4666.       0.3511352       0.3601476     4.481132E-5      0.03993042       0.0444127     5.289685E-6     4.493999E-7     1.697035E-7     4.862012E-8
           4666.5       0.3517719       0.3603209     4.481522E-5      0.04036795      0.04468333     5.290580E-6     4.492883E-7     1.699956E-7     4.859917E-8
            4667.       0.3524086       0.3604942     4.481912E-5      0.04080546      0.04495395     5.291476E-6     4.491767E-7     1.702877E-7     4.857822E-8
           4667.5       0.3530453       0.3606675     4.482302E-5      0.04124295      0.04522455     5.292371E-6     4.490651E-7     1.705798E-7     4.855728E-8
            4668.        0.353682       0.3608407     4.482691E-5      0.04168042      0.04549515     5.293266E-6     4.489534E-7     1.708718E-7     4.853633E-8
           4668.5       0.3543186       0.3610139     4.483080E-5      0.04211786      0.04576572     5.294162E-6     4.488419E-7     1.711639E-7     4.851539E-8
            4669.       0.3549552       0.3611872     4.483470E-5       0.0425553      0.04603629     5.295058E-6     4.487303E-7     1.714560E-7     4.849445E-8
           4669.5       0.3555917       0.3613604     4.483859E-5       0.0429927      0.04630684     5.295953E-6     4.486186E-7     1.717480E-7     4.847350E-8
            4670.       0.3562283       0.3615336     4.484249E-5      0.04343009      0.04657739     5.296848E-6     4.485071E-7     1.720400E-7     4.845256E-8
           4670.5       0.3555327       0.3615401     4.484570E-5      0.04391551      0.04675016     5.297663E-6     4.483887E-7     1.723294E-7     4.843088E-8
            4671.       0.3548374       0.3615468     4.484893E-5      0.04440089      0.04692293     5.298480E-6     4.482704E-7     1.726188E-7     4.840923E-8
           4671.5        0.354142       0.3615533     4.485215E-5      0.04488624      0.04709568     5.299295E-6     4.481521E-7     1.729082E-7     4.838756E-8
            4672.       0.3534467       0.3615598     4.485536E-5      0.04537154      0.04726842     5.300109E-6     4.480337E-7     1.731975E-7     4.836589E-8
           4672.5       0.3527514       0.3615664     4.485858E-5      0.04585681      0.04744115     5.300925E-6     4.479155E-7     1.734868E-7     4.834423E-8
            4673.       0.3520562       0.3615729     4.486180E-5      0.04634204      0.04761386     5.301740E-6     4.477972E-7     1.737761E-7     4.832257E-8
           4673.5       0.3513611       0.3615795     4.486502E-5      0.04682723      0.04778656     5.302556E-6     4.476789E-7     1.740654E-7     4.830092E-8
            4674.        0.350666       0.3615861     4.486825E-5       0.0473124      0.04795925     5.303371E-6     4.475607E-7     1.743547E-7     4.827926E-8
           4674.5        0.349971       0.3615926     4.487146E-5      0.04779752      0.04813192     5.304185E-6     4.474424E-7     1.746439E-7     4.825760E-8
            4675.        0.349276       0.3615992     4.487468E-5      0.04828261      0.04830458     5.305001E-6     4.473242E-7     1.749332E-7     4.823595E-8
           4675.5        0.348581       0.3616057     4.487789E-5      0.04876766      0.04847723     5.305815E-6     4.472058E-7     1.752223E-7     4.821429E-8
            4676.       0.3478861       0.3616122     4.488110E-5      0.04925266      0.04864985     5.306630E-6     4.470876E-7     1.755115E-7     4.819264E-8
           4676.5       0.3471913       0.3616188     4.488433E-5      0.04973765      0.04882249     5.307445E-6     4.469695E-7     1.758007E-7     4.817100E-8
            4677.       0.3464965       0.3616253     4.488754E-5      0.05022258      0.04899509     5.308259E-6     4.468512E-7     1.760898E-7     4.814934E-8
           4677.5       0.3458018       0.3616319     4.489076E-5      0.05070749      0.04916769     5.309074E-6     4.467330E-7     1.763789E-7     4.812770E-8
            4678.       0.3451071       0.3616385     4.489398E-5      0.05119235      0.04934027     5.309888E-6     4.466148E-7     1.766680E-7     4.810605E-8
           4678.5       0.3444124        0.361645     4.489719E-5      0.05167719      0.04951283     5.310703E-6     4.464966E-7     1.769570E-7     4.808441E-8
            4679.       0.3437178       0.3616515     4.490040E-5      0.05216197      0.04968538     5.311516E-6     4.463783E-7     1.772461E-7     4.806275E-8
           4679.5       0.3430233       0.3616581     4.490362E-5      0.05264673      0.04985793     5.312332E-6     4.462603E-7     1.775351E-7     4.804112E-8
            4680.       0.3423288       0.3616646     4.490684E-5      0.05313146      0.05003047     5.313146E-6     4.461421E-7     1.778241E-7     4.801948E-8
           4680.5        0.342827       0.3615729     4.491035E-5       0.0536976      0.05236294     5.313995E-6     4.460269E-7     1.781142E-7     4.799816E-8
            4681.       0.3433253       0.3614812     4.491387E-5      0.05426374       0.0546953     5.314846E-6     4.459117E-7     1.784044E-7     4.797686E-8
           4681.5       0.3438234       0.3613895     4.491737E-5      0.05482982      0.05702749     5.315695E-6     4.457965E-7     1.786945E-7     4.795553E-8
            4682.       0.3443215       0.3612978     4.492089E-5      0.05539589      0.05935955     5.316545E-6     4.456814E-7     1.789847E-7     4.793423E-8
           4682.5       0.3448196       0.3612061     4.492441E-5      0.05596191      0.06169145     5.317395E-6     4.455662E-7     1.792748E-7     4.791292E-8
            4683.       0.3453177       0.3611144     4.492792E-5      0.05652788      0.06402322     5.318244E-6     4.454511E-7     1.795649E-7     4.789161E-8
           4683.5       0.3458157       0.3610227     4.493144E-5      0.05709383      0.06635484     5.319093E-6     4.453359E-7     1.798549E-7     4.787031E-8
            4684.       0.3463137        0.360931     4.493495E-5      0.05765975      0.06868632     5.319943E-6     4.452208E-7     1.801450E-7     4.784899E-8
           4684.5       0.3468117       0.3608394     4.493846E-5      0.05822563      0.07101765     5.320792E-6     4.451057E-7     1.804350E-7     4.782769E-8
            4685.       0.3473096       0.3607477     4.494197E-5      0.05879147      0.07334884     5.321642E-6     4.449906E-7     1.807250E-7     4.780638E-8
           4685.5       0.3478075       0.3606561     4.494549E-5      0.05935728      0.07567988     5.322491E-6     4.448755E-7     1.810150E-7     4.778509E-8
            4686.       0.3483054       0.3605644     4.494901E-5      0.05992306       0.0780108     5.323340E-6     4.447605E-7     1.813050E-7     4.776379E-8
           4686.5       0.3488032       0.3604727     4.495251E-5      0.06048879      0.08034155     5.324189E-6     4.446453E-7     1.815949E-7     4.774248E-8
            4687.        0.349301       0.3603811     4.495602E-5      0.06105449      0.08267216     5.325038E-6     4.445302E-7     1.818848E-7     4.772118E-8
           4687.5       0.3497989       0.3602895     4.495954E-5      0.06162017      0.08500264     5.325888E-6     4.444152E-7     1.821748E-7     4.769989E-8
            4688.       0.3502966       0.3601978     4.496305E-5       0.0621858      0.08733296     5.326737E-6     4.443001E-7     1.824646E-7     4.767859E-8
           4688.5       0.3507943       0.3601062     4.496656E-5       0.0627514      0.08966315     5.327586E-6     4.441851E-7     1.827545E-7     4.765730E-8
            4689.       0.3512919       0.3600145     4.497007E-5      0.06331695      0.09199317     5.328434E-6     4.440699E-7     1.830444E-7     4.763599E-8
           4689.5       0.3517897        0.359923     4.497359E-5      0.06388249      0.09432308     5.329283E-6     4.439549E-7     1.833343E-7     4.761471E-8
            4690.       0.3522873       0.3598313     4.497709E-5      0.06444798      0.09665281     5.330132E-6     4.438399E-7     1.836240E-7     4.759342E-8
           4690.5       0.3521385       0.3597808     4.498072E-5      0.06523652      0.09804061     5.330993E-6     4.437259E-7     1.839143E-7     4.757224E-8
            4691.       0.3519896       0.3597304     4.498434E-5      0.06602503      0.09942833     5.331855E-6     4.436120E-7     1.842046E-7     4.755107E-8
           4691.5       0.3518409         0.35968     4.498797E-5       0.0668135        0.100816     5.332718E-6     4.434982E-7     1.844948E-7     4.752991E-8
            4692.       0.3516921       0.3596295     4.499159E-5      0.06760191       0.1022036     5.333581E-6     4.433843E-7     1.847851E-7     4.750875E-8
           4692.5       0.3515433       0.3595791     4.499521E-5      0.06839028        0.103591     5.334442E-6     4.432704E-7     1.850752E-7     4.748757E-8
            4693.       0.3513945       0.3595286     4.499883E-5      0.06917862       0.1049784     5.335304E-6     4.431565E-7     1.853654E-7     4.746641E-8
           4693.5       0.3512458       0.3594782     4.500246E-5      0.06996689       0.1063658     5.336166E-6     4.430426E-7     1.856556E-7     4.744525E-8
            4694.        0.351097       0.3594278     4.500608E-5      0.07075512        0.107753     5.337028E-6     4.429287E-7     1.859458E-7     4.742409E-8
           4694.5       0.3509483       0.3593774     4.500971E-5      0.07154333       0.1091402     5.337889E-6     4.428149E-7     1.862359E-7     4.740293E-8
            4695.       0.3507996        0.359327     4.501333E-5      0.07233147       0.1105273     5.338752E-6     4.427011E-7     1.865261E-7     4.738177E-8
           4695.5       0.3506508       0.3592765     4.501694E-5      0.07311957       0.1119143     5.339613E-6     4.425872E-7     1.868161E-7     4.736061E-8
            4696.       0.3505021       0.3592261     4.502056E-5      0.07390764       0.1133012     5.340474E-6     4.424733E-7     1.871062E-7     4.733946E-8
           4696.5       0.3503534       0.3591757     4.502419E-5      0.07469565       0.1146881     5.341336E-6     4.423595E-7     1.873963E-7     4.731830E-8
            4697.       0.3502046       0.3591252     4.502781E-5      0.07548361       0.1160749     5.342197E-6     4.422457E-7     1.876864E-7     4.729714E-8
           4697.5        0.350056       0.3590749     4.503143E-5      0.07627153       0.1174616     5.343059E-6     4.421318E-7     1.879764E-7     4.727599E-8
            4698.       0.3499073       0.3590244     4.503505E-5      0.07705941       0.1188482     5.343920E-6     4.420180E-7     1.882664E-7     4.725484E-8
           4698.5       0.3497586        0.358974     4.503867E-5      0.07784724       0.1202348     5.344782E-6     4.419042E-7     1.885564E-7     4.723369E-8
            4699.       0.3496099       0.3589236     4.504229E-5      0.07863504       0.1216212     5.345643E-6     4.417903E-7     1.888464E-7     4.721254E-8
           4699.5       0.3494612       0.3588732     4.504590E-5      0.07942278       0.1230076     5.346504E-6     4.416765E-7     1.891364E-7     4.719139E-8
            4700.       0.3493126       0.3588228     4.504953E-5      0.08021048       0.1243939     5.347365E-6     4.415628E-7     1.894264E-7     4.717024E-8
           4700.5       0.3486541       0.3588015     4.507876E-5      0.08085837        0.123208     5.379755E-6     4.414600E-7     1.897210E-7     4.715027E-8
            4701.       0.3479957       0.3587801     4.510798E-5      0.08150625       0.1220221     5.412145E-6     4.413572E-7     1.900157E-7     4.713031E-8
           4701.5       0.3473372       0.3587588     4.513720E-5      0.08215414       0.1208362     5.444535E-6     4.412544E-7     1.903104E-7     4.711033E-8
            4702.       0.3466787       0.3587374     4.516643E-5      0.08280201       0.1196503     5.476923E-6     4.411516E-7     1.906050E-7     4.709036E-8
           4702.5       0.3460203       0.3587161     4.519566E-5      0.08344989       0.1184644     5.509313E-6     4.410488E-7     1.908997E-7     4.707039E-8
            4703.       0.3453619       0.3586949     4.522489E-5      0.08409777       0.1172785     5.541703E-6     4.409461E-7     1.911944E-7     4.705043E-8
           4703.5       0.3447035       0.3586735     4.525412E-5      0.08474562       0.1160926     5.574091E-6     4.408433E-7     1.914891E-7     4.703046E-8
            4704.        0.344045       0.3586521     4.528334E-5      0.08539349       0.1149068     5.606479E-6     4.407406E-7     1.917837E-7     4.701049E-8
           4704.5       0.3433866       0.3586308     4.531256E-5      0.08604134       0.1137209     5.638867E-6     4.406378E-7     1.920784E-7     4.699052E-8
            4705.       0.3427282       0.3586095     4.534179E-5       0.0866892       0.1125351     5.671255E-6     4.405350E-7     1.923730E-7     4.697055E-8
           4705.5       0.3420697       0.3585881     4.537101E-5      0.08733703       0.1113492     5.703643E-6     4.404322E-7     1.926677E-7     4.695058E-8
            4706.       0.3414113       0.3585668     4.540024E-5      0.08798487       0.1101634     5.736031E-6     4.403295E-7     1.929623E-7     4.693062E-8
           4706.5       0.3407529       0.3585455     4.542947E-5      0.08863273       0.1089776     5.768418E-6     4.402268E-7     1.932570E-7     4.691065E-8
            4707.       0.3400945       0.3585241     4.545869E-5      0.08928055       0.1077918     5.800805E-6     4.401239E-7     1.935517E-7     4.689068E-8
           4707.5       0.3394361       0.3585028     4.548791E-5      0.08992838        0.106606     5.833192E-6     4.400212E-7     1.938463E-7     4.687071E-8
            4708.       0.3387777       0.3584815     4.551714E-5      0.09057621       0.1054202     5.865579E-6     4.399184E-7     1.941409E-7     4.685074E-8
           4708.5       0.3381193       0.3584602     4.554636E-5      0.09122402       0.1042344     5.897965E-6     4.398156E-7     1.944356E-7     4.683078E-8
            4709.       0.3374609       0.3584388     4.557558E-5      0.09187184       0.1030486     5.930352E-6     4.397129E-7     1.947302E-7     4.681081E-8
           4709.5       0.3368025       0.3584175     4.560481E-5      0.09251966       0.1018628     5.962738E-6     4.396101E-7     1.950249E-7     4.679084E-8
            4710.       0.3361441       0.3583961     4.563403E-5      0.09316746       0.1006771     5.995124E-6     4.395074E-7     1.953195E-7     4.677087E-8
           4710.5       0.3368374       0.3584885     4.565981E-5      0.09382843       0.1018046     6.027054E-6     4.393714E-7     1.955994E-7     4.674737E-8
            4711.       0.3375305       0.3585809     4.568557E-5       0.0944893        0.102932     6.058979E-6     4.392355E-7     1.958792E-7     4.672388E-8
           4711.5       0.3382235       0.3586732     4.571133E-5      0.09515005       0.1040592     6.090899E-6     4.390996E-7     1.961589E-7     4.670039E-8
            4712.       0.3389164       0.3587655     4.573710E-5      0.09581071       0.1051862     6.122815E-6     4.389637E-7     1.964387E-7     4.667690E-8
           4712.5       0.3396092       0.3588579     4.576286E-5      0.09647126       0.1063131     6.154724E-6     4.388278E-7     1.967184E-7     4.665342E-8
            4713.       0.3403019       0.3589502     4.578861E-5      0.09713171       0.1074397     6.186630E-6     4.386920E-7     1.969980E-7     4.662994E-8
           4713.5       0.3409944       0.3590425     4.581436E-5      0.09779205       0.1085662     6.218530E-6     4.385562E-7     1.972776E-7     4.660646E-8
            4714.       0.3416869       0.3591347     4.584010E-5      0.09845228       0.1096925     6.250424E-6     4.384203E-7     1.975571E-7     4.658298E-8
           4714.5       0.3423792        0.359227     4.586584E-5      0.09911241       0.1108187     6.282314E-6     4.382845E-7     1.978366E-7     4.655951E-8
            4715.       0.3430715       0.3593192     4.589158E-5      0.09977244       0.1119446     6.314199E-6     4.381487E-7     1.981161E-7     4.653605E-8
           4715.5       0.3437636       0.3594114     4.591731E-5       0.1004324       0.1130704     6.346078E-6     4.380130E-7     1.983955E-7     4.651259E-8
            4716.       0.3444556       0.3595036     4.594303E-5       0.1010922        0.114196     6.377953E-6     4.378773E-7     1.986749E-7     4.648913E-8
           4716.5       0.3451474       0.3595957     4.596874E-5       0.1017519       0.1153214     6.409822E-6     4.377414E-7     1.989541E-7     4.646566E-8
            4717.       0.3458392       0.3596878     4.599447E-5       0.1024115       0.1164467     6.441686E-6     4.376057E-7     1.992334E-7     4.644221E-8
           4717.5       0.3465309         0.35978     4.602017E-5        0.103071       0.1175717     6.473545E-6     4.374700E-7     1.995126E-7     4.641876E-8
            4718.       0.3472225       0.3598721     4.604589E-5       0.1037304       0.1186966     6.505400E-6     4.373344E-7     1.997918E-7     4.639531E-8
           4718.5       0.3479139       0.3599642     4.607159E-5       0.1043897       0.1198213     6.537248E-6     4.371987E-7     2.000709E-7     4.637186E-8
            4719.       0.3486052       0.3600563     4.609729E-5       0.1050488       0.1209458     6.569092E-6     4.370631E-7     2.003500E-7     4.634842E-8
           4719.5       0.3492964       0.3601483     4.612298E-5       0.1057079       0.1220702     6.600930E-6     4.369275E-7     2.006290E-7     4.632498E-8
            4720.       0.3499875       0.3602404     4.614867E-5       0.1063669       0.1231943     6.632764E-6     4.367918E-7     2.009081E-7     4.630155E-8
           4720.5       0.3494515       0.3600756     4.617748E-5       0.1070734       0.1266512     6.665043E-6     4.366857E-7     2.012006E-7     4.628124E-8
            4721.       0.3489154       0.3599108     4.620627E-5       0.1077799        0.130108     6.697321E-6     4.365796E-7     2.014931E-7     4.626093E-8
           4721.5       0.3483793        0.359746     4.623506E-5       0.1084864       0.1335647     6.729596E-6     4.364734E-7     2.017855E-7     4.624061E-8
            4722.       0.3478433       0.3595812     4.626386E-5       0.1091929       0.1370213     6.761872E-6     4.363673E-7     2.020781E-7     4.622031E-8
           4722.5       0.3473074       0.3594165     4.629267E-5       0.1098994       0.1404779     6.794149E-6     4.362612E-7     2.023706E-7     4.620000E-8
            4723.       0.3467714       0.3592517     4.632146E-5       0.1106059       0.1439343     6.826423E-6     4.361550E-7     2.026630E-7     4.617970E-8
           4723.5       0.3462353       0.3590869     4.635025E-5       0.1113123       0.1473907     6.858695E-6     4.360488E-7     2.029555E-7     4.615938E-8
            4724.       0.3456993       0.3589222     4.637905E-5       0.1120187        0.150847     6.890969E-6     4.359427E-7     2.032480E-7     4.613908E-8
           4724.5       0.3451634       0.3587574     4.640784E-5       0.1127251       0.1543032     6.923241E-6     4.358366E-7     2.035405E-7     4.611877E-8
            4725.       0.3446274       0.3585926     4.643663E-5       0.1134315       0.1577594     6.955512E-6     4.357304E-7     2.038329E-7     4.609846E-8
           4725.5       0.3440915       0.3584279     4.646543E-5       0.1141378       0.1612155     6.987783E-6     4.356243E-7     2.041254E-7     4.607816E-8
            4726.       0.3435556       0.3582631     4.649422E-5       0.1148442       0.1646714     7.020052E-6     4.355182E-7     2.044178E-7     4.605786E-8
           4726.5       0.3430196       0.3580984     4.652302E-5       0.1155505       0.1681273     7.052322E-6     4.354121E-7     2.047102E-7     4.603755E-8
            4727.       0.3424837       0.3579336     4.655180E-5       0.1162568       0.1715832     7.084591E-6     4.353060E-7     2.050027E-7     4.601725E-8
           4727.5       0.3419478       0.3577689     4.658059E-5       0.1169631       0.1750389     7.116858E-6     4.351999E-7     2.052951E-7     4.599694E-8
            4728.        0.341412       0.3576042     4.660938E-5       0.1176694       0.1784946     7.149125E-6     4.350938E-7     2.055875E-7     4.597664E-8
           4728.5       0.3408761       0.3574394     4.663817E-5       0.1183757       0.1819502     7.181391E-6     4.349877E-7     2.058799E-7     4.595633E-8
            4729.       0.3403402       0.3572747     4.666696E-5       0.1190819       0.1854057     7.213657E-6     4.348816E-7     2.061723E-7     4.593603E-8
           4729.5       0.3398044       0.3571099     4.669574E-5       0.1197882       0.1888611     7.245921E-6     4.347754E-7     2.064647E-7     4.591572E-8
            4730.       0.3392686       0.3569452     4.672453E-5       0.1204944       0.1923165     7.278186E-6     4.346694E-7     2.067571E-7     4.589543E-8
           4730.5       0.3397821       0.3569557     4.675260E-5       0.1211381       0.1921593     7.310337E-6     4.345567E-7     2.070463E-7     4.587442E-8
            4731.       0.3402955       0.3569662     4.678066E-5       0.1217818       0.1920021     7.342486E-6     4.344438E-7     2.073354E-7     4.585342E-8
           4731.5       0.3408089       0.3569766     4.680872E-5       0.1224254        0.191845     7.374631E-6     4.343311E-7     2.076246E-7     4.583241E-8
            4732.       0.3413223       0.3569871     4.683679E-5        0.123069       0.1916879     7.406778E-6     4.342183E-7     2.079137E-7     4.581141E-8
           4732.5       0.3418357       0.3569976     4.686486E-5       0.1237125       0.1915308     7.438923E-6     4.341057E-7     2.082029E-7     4.579041E-8
            4733.        0.342349       0.3570081     4.689292E-5        0.124356       0.1913736     7.471065E-6     4.339929E-7     2.084920E-7     4.576941E-8
           4733.5       0.3428623       0.3570186     4.692097E-5       0.1249995       0.1912165     7.503205E-6     4.338801E-7     2.087811E-7     4.574840E-8
            4734.       0.3433757       0.3570291     4.694904E-5        0.125643       0.1910594     7.535344E-6     4.337674E-7     2.090702E-7     4.572741E-8
           4734.5       0.3438889       0.3570395     4.697710E-5       0.1262864       0.1909024     7.567482E-6     4.336547E-7     2.093593E-7     4.570642E-8
            4735.       0.3444021         0.35705     4.700515E-5       0.1269298       0.1907453     7.599617E-6     4.335420E-7     2.096484E-7     4.568542E-8
           4735.5       0.3449153       0.3570605     4.703319E-5       0.1275731       0.1905882     7.631750E-6     4.334293E-7     2.099374E-7     4.566442E-8
            4736.       0.3454285        0.357071     4.706125E-5       0.1282164       0.1904311     7.663883E-6     4.333166E-7     2.102264E-7     4.564343E-8
           4736.5       0.3459416       0.3570814     4.708930E-5       0.1288597       0.1902741     7.696013E-6     4.332039E-7     2.105154E-7     4.562244E-8
            4737.       0.3464547       0.3570918     4.711734E-5       0.1295029        0.190117     7.728140E-6     4.330911E-7     2.108044E-7     4.560144E-8
           4737.5       0.3469678       0.3571023     4.714539E-5       0.1301462         0.18996     7.760267E-6     4.329785E-7     2.110934E-7     4.558045E-8
            4738.       0.3474809       0.3571128     4.717343E-5       0.1307893       0.1898029     7.792391E-6     4.328657E-7     2.113823E-7     4.555946E-8
           4738.5       0.3479939       0.3571233     4.720148E-5       0.1314325        0.189646     7.824516E-6     4.327532E-7     2.116713E-7     4.553848E-8
            4739.       0.3485069       0.3571337     4.722952E-5       0.1320756       0.1894889     7.856636E-6     4.326404E-7     2.119603E-7     4.551749E-8
           4739.5       0.3490199       0.3571442     4.725756E-5       0.1327186       0.1893319     7.888757E-6     4.325277E-7     2.122492E-7     4.549650E-8
            4740.       0.3495328       0.3571547     4.728560E-5       0.1333617       0.1891749     7.920875E-6     4.324152E-7     2.125381E-7     4.547552E-8
           4740.5        0.349352       0.3570932     4.731697E-5       0.1340609       0.1876689     7.906764E-6     4.322883E-7     2.128200E-7     4.545305E-8
            4741.       0.3491713        0.357032     4.734836E-5       0.1347601       0.1861632     7.892658E-6     4.321617E-7     2.131020E-7     4.543060E-8
           4741.5       0.3489905       0.3569706     4.737973E-5       0.1354592       0.1846576     7.878551E-6     4.320349E-7     2.133838E-7     4.540813E-8
            4742.       0.3488097       0.3569092     4.741110E-5       0.1361582       0.1831521     7.864446E-6     4.319082E-7     2.136657E-7     4.538567E-8
