330.000 1.6783054e-02 
340.000 7.7198194e-04 
350.000 2.2811918e-03 
360.000 9.8790068e-03 
370.000 1.4643201e-03 
380.000 6.0576035e-04 
390.000 4.5787624e-04 
400.000 1.0807106e-05 
410.000 3.4180818e-04 
420.000 2.2719623e-04 
430.000 2.2891991e-05 
440.000 5.7415073e-04 
450.000 1.0378484e-04 
460.000 1.9309748e-06 
470.000 2.0735184e-04 
480.000 2.4330686e-05 
490.000 3.6890320e-06 
500.000 5.9626048e-05 
510.000 2.5922537e-05 
520.000 1.3148733e-05 
530.000 2.1369699e-05 
540.000 1.1893521e-05 
550.000 3.4602308e-05 
560.000 3.0458750e-05 
570.000 2.4572107e-05 
580.000 5.2823037e-06 
590.000 6.5951762e-06 
600.000 4.0578438e-06 
610.000 3.8280464e-05 
620.000 1.7469533e-05 
630.000 2.1318068e-05 
640.000 5.0315711e-07 
650.000 2.9987612e-06 
660.000 7.0299531e-07 
670.000 2.0806525e-05 
680.000 3.4086009e-05 
690.000 2.6545787e-05 
700.000 3.0129863e-06 
710.000 5.9476078e-05 
720.000 3.0805133e-05 
730.000 5.5362080e-05 
740.000 7.6816091e-06 
750.000 8.1501537e-06 
760.000 2.7196209e-05 
770.000 2.3645561e-05 
780.000 6.7724083e-05 
790.000 2.9544160e-04 
800.000 1.5090563e-03 
810.000 5.9823072e-03 
820.000 3.1981624e-02 
830.000 1.1265060e-01 
840.000 3.4485098e-01 
850.000 5.4677767e-01 
860.000 7.1678782e-01 
870.000 8.1973486e-01 
880.000 8.7950809e-01 
890.000 9.0812667e-01 
900.000 9.35e-01 
910.000 9.4770965e-01 
920.000 9.5314996e-01 
930.000 9.6061987e-01 
940.000 9.6373843e-01 
950.000 9.6483146e-01 
960.000 9.6327379e-01 
970.000 9.6496277e-01 
980.000 9.6457028e-01 
990.000 9.6890010e-01 
1000.000 9.6702296e-01 
1010.000 9.7253184e-01 
1020.000 9.6111723e-01 
1030.000 9.6880594e-01 
1040.000 9.5713561e-01 
1050.000 9.6098970e-01 
1060.000 9.6294157e-01 
1070.000 9.6013065e-01 
1080.000 9.6031694e-01 
1090.000 9.5962201e-01 
1100.000 9.5637824e-01 
1110.000 9.5303235e-01 
1120.000 9.5708716e-01 
1130.000 9.4862522e-01 
1140.000 9.3697371e-01 
1150.000 9.4269673e-01 
1160.000 9.4646294e-01 
1170.000 9.3908740e-01 
1180.000 9.7299824e-01 
1190.000 9.5581517e-01 
1200.000 9.5e-01 
