objid,ramean,decmean,gmeanpsfmag,gmeanpsfmagerr,rmeanpsfmag,rmeanpsfmagerr,imeanpsfmag,imeanpsfmagerr,imeankronmag,zmeanpsfmag,zmeanpsfmagerr,ymeanpsfmag,ymeanpsfmagerr,gmeanpsfmagnpt,rmeanpsfmagnpt,imeanpsfmagnpt,zmeanpsfmagnpt,gflags,gqfperfect,rflags,rqfperfect,iflags,iqfperfect,zflags,zqfperfect
71383511385254891,351.13856674,-30.51284648,19.1527004241943,0.0592439994215965,18.6077003479004,0.044794999063015,18.1389007568359,0.0115250004455447,17.2919006347656,17.9563007354736,0.0625960007309914,17.7085990905762,0.0222299993038177,2,4,10,4,16892216,0.999372005462646,16892216,0.9981409907341,16892216,0.999298989772797,16892216,0.999453008174896
71373511371888971,351.13722087,-30.51771639,21.6375999450684,0.143875002861023,20.6177005767822,0.160610005259514,20.4265003204346,0.0206179991364479,19.5834999084473,20.0977993011475,0.193725004792213,19.5044002532959,0.135208994150162,1,1,9,5,16892216,0.999737024307251,16892216,0.999710977077484,16892216,0.999634027481079,16892216,0.999711990356445
71353511051919440,351.10533703,-30.53410458,20.2695999145508,0.10147999972105,19.9622993469238,0.118522003293037,19.6403999328613,0.0569440014660358,18.87619972229,19.2984008789063,0.033840000629425,18.8728008270264,0.0534499995410442,2,3,7,6,16777496,0.999176979064941,16777496,0.999207019805908,16892216,0.999405026435852,16892216,0.998704016208649
71373511011439605,351.10113961,-30.51724828,20.8889007568359,0.0876099988818169,20.4337997436523,0.106559999287128,20.0184993743896,0.0395339988172054,19.4123001098633,19.7171993255615,0.0717599987983704,19.4766006469727,0.103818997740746,6,6,8,7,16892216,0.999688982963562,16892216,0.998930990695953,16892216,0.998934984207153,16892216,0.999234020709991
71483510903239531,351.09025883,-30.42561266,21.3253002166748,0.290120989084244,20.9626007080078,0.110146999359131,20.4351997375488,0.0494530014693737,19.767599105835,20.2336006164551,0.0509649999439716,19.610200881958,0.200981006026268,2,4,12,4,16892216,0.999612987041473,16892216,0.998930990695953,16892216,0.999200999736786,16892216,0.999348998069763
71463511152569857,351.11527851,-30.44210741,21.3554000854492,0.184882000088692,21.472900390625,0.178284004330635,20.9074993133545,0.0575210005044937,20.3791999816895,20.7709007263184,0.107717998325825,-999,-999,1,1,7,2,114992,0.883669018745422,16892216,0.999007999897003,16892216,0.999239981174469,115000,0.999126970767975
71423511543385399,351.15434386,-30.47903592,21.3637008666992,0.116127997636795,21.0086002349854,0.0100010000169277,20.4109001159668,0.00200599990785122,19.2110004425049,19.9701995849609,0.117183998227119,19.8850002288818,0.260818004608154,4,3,2,2,115000,0.99974000453949,16892216,0.999668002128601,115000,0.999773979187012,115000,0.997126996517181
71463509691523350,350.96915675,-30.44747041,21.119499206543,0.169707000255585,20.0869007110596,0.0370980016887188,19.2334995269775,0.0323560014367104,18.4615001678467,18.9066009521484,0.0908999964594841,18.7901000976563,0.0159079991281033,3,4,7,6,16892216,0.999445974826813,16892216,0.999539971351624,16892216,0.999104976654053,16892216,0.999630987644196
71463509854438803,350.98541752,-30.44291138,21.3451995849609,0.0816140025854111,20.4381008148193,0.0754150003194809,19.8936996459961,0.0160509999841452,19.1131992340088,19.5751991271973,0.0662679970264435,19.2220993041992,0.0318420007824898,6,5,12,4,16892216,0.999863982200623,16892216,0.999597012996674,16892216,0.999350011348724,16892216,0.998808026313782
71473510263458018,351.02647645,-30.43527679,20.0316009521484,0.0268910005688667,19.867000579834,0.028464000672102,19.6271991729736,0.0408219993114471,18.7553005218506,19.5849990844727,0.0731490030884743,19.3082008361816,0.0639050006866455,3,4,8,5,16892216,0.998941004276276,16892216,0.999046981334686,16892216,0.998862028121948,16892216,0.999590992927551
71433510428053788,351.04278306,-30.47206747,21.7656993865967,0.161871999502182,21.0876007080078,0.0712380036711693,20.4491004943848,0.0556939989328384,19.8560009002686,20.2073993682861,0.062890999019146,19.9218997955322,0.174927994608879,1,4,11,5,16892216,0.999157011508942,16892216,0.997645974159241,16892216,0.999665021896362,16892216,0.999615013599396
71443510366550448,351.03669939,-30.46633773,21.7297992706299,0.164300993084908,21.4573001861572,0.156115993857384,20.7966995239258,0.0435159988701344,20.2877006530762,20.5902996063232,0.236138001084328,-999,-999,1,2,9,3,16892216,0.99838399887085,115000,0.999284029006958,16892216,0.99939101934433,16892216,0.998320996761322
71463510749895377,351.07508404,-30.44572598,21.5484008789063,0.098860003054142,21.0690002441406,0.0468100011348724,20.3332004547119,0.0484750010073185,19.5118007659912,20.195499420166,0.0581949986517429,19.8883991241455,0.160594001412392,2,4,7,4,16892216,0.999697983264923,16892216,0.999198973178864,16892216,0.99967098236084,16892216,0.998784005641937
71443511120964866,351.11210068,-30.46289233,20.4971008300781,0.0342149995267391,20.5555992126465,0.00930100027471781,19.8138008117676,0.0367360003292561,19.2038993835449,19.547399520874,0.0121870003640652,19.3761005401611,0.0713599994778633,4,3,10,3,16892216,0.999162971973419,16892216,0.999680995941162,16892216,0.999729990959167,16892216,0.999437987804413
71443510943821630,351.09443179,-30.46562113,20.9803009033203,0.0462500005960464,20.130500793457,0.0763650014996529,19.6294002532959,0.0258360002189875,19.0904006958008,19.3924999237061,0.0405730009078979,19.2518997192383,0.0175560005009174,5,5,12,6,16892216,0.999378979206085,16892216,0.999652981758118,16892216,0.999620020389557,16892216,0.999044001102448
71403511459277287,351.14587169,-30.49422559,20.8092994689941,0.0537009984254837,20.2194004058838,0.0930600017309189,19.8409996032715,0.0595379993319511,18.721700668335,19.7525997161865,0.0527499988675117,19.31369972229,0.148558005690575,6,4,7,6,16892216,0.999397993087769,16892216,0.999114990234375,16892216,0.998978972434998,16892216,0.99922901391983
71393511207515829,351.12085643,-30.50378333,21.1667003631592,0.0524090006947517,20.6665992736816,0.122610002756119,20.0454006195068,0.0158939994871616,19.2334995269775,19.9326000213623,0.0431879982352257,19.3437004089355,0.0692069977521896,5,5,8,3,16892216,0.999357998371124,16892216,0.99967098236084,16892216,0.999624013900757,16892216,0.998731970787048
71703511536307673,351.15361691,-30.24395224,19.6464004516602,0.0734150037169456,19.0431995391846,0.0344289988279343,18.6298007965088,0.0234689991921186,17.9564990997314,18.3906993865967,0.02025399915874,18.2779006958008,0.0142529997974634,2,4,12,5,16892216,0.998926997184753,16892216,0.99974000453949,16892216,0.999597012996674,16892216,0.999538004398346
71683511817047656,351.18176929,-30.26053105,21.642599105835,0.243655994534492,20.8031005859375,0.0290089994668961,20.4965000152588,0.0308180004358292,19.8528995513916,20.3673000335693,0.018970999866724,19.4479007720947,0.128080993890762,2,2,11,4,16777496,0.998857021331787,16777496,0.999037027359009,16777496,0.99956202507019,16777496,0.999005973339081
71703511724069250,351.17241104,-30.2426074,18.451000213623,0.0151329999789596,17.75950050354,0.0370699986815453,17.3971004486084,0.011285999789834,15.9907999038696,17.2660007476807,0.0123870000243187,17.043399810791,0.0163429994136095,4,4,8,3,16892216,0.999082982540131,16892216,0.999695003032684,16892216,0.999607980251312,16892216,0.999455988407135
71693511059782500,351.10600322,-30.25662081,19.8117008209229,0.0203169994056225,19.5298004150391,0.00363299995660782,19.5144996643066,0.0279140006750822,17.5373001098633,19.5729007720947,0.0811820030212402,18.9801006317139,0.133296996355057,3,4,12,5,16892216,0.999307990074158,16892216,0.999641001224518,16892216,0.999554991722107,16892216,0.999616980552673
71673511378929499,351.1378546,-30.26737793,21.3525009155273,0.144388005137444,20.1839008331299,0.0433470010757446,19.7208003997803,0.0329420007765293,18.7803993225098,19.5116996765137,0.0405800007283688,18.9841003417969,0.08525799959898,4,4,9,6,16892216,0.998987972736359,16892216,0.998971998691559,16892216,0.999557971954346,16892216,0.998139977455139
71633511713074386,351.17121051,-30.30498875,21.7849006652832,0.167623996734619,21.0683994293213,0.05876399949193,20.6112003326416,0.0389540009200573,20.0384006500244,20.3076992034912,0.104070998728275,19.5592994689941,0.141131997108459,1,2,12,6,16892216,0.998654007911682,16892216,0.999278008937836,16892216,0.999594986438751,16892216,0.99966698884964
71663511842062378,351.18424256,-30.2816873,21.8875007629395,0.180399999022484,21.3391990661621,0.174841001629829,21.0452995300293,0.122183002531528,19.8813991546631,20.9197998046875,0.154489994049072,-999,-999,1,1,4,1,115000,0.999338984489441,16892216,0.996140003204346,16892216,0.998749017715454,16892216,0.997950971126556
71653511766373727,351.17671201,-30.28876538,20.8409004211426,0.0110430000349879,20.2131004333496,0.0279370006173849,19.9356002807617,0.0546870008111,18.5566005706787,19.804500579834,0.068172000348568,19.2597999572754,0.215926006436348,2,4,6,5,16777496,0.999158978462219,16777496,0.99922102689743,16777496,0.999185979366302,16777496,0.999261975288391
71653511836493892,351.18367822,-30.28871404,20.7437000274658,0.0450939983129501,19.5832996368408,0.0484949983656406,19.0102005004883,0.00914600025862455,18.4561996459961,18.8138008117676,0.0180660001933575,18.5410995483398,0.0823310017585754,2,2,7,5,115000,0.998760998249054,16892216,0.999235987663269,16892216,0.999554991722107,16892216,0.998134970664978
71653511396806999,351.13985639,-30.28597331,21.4498996734619,0.036752000451088,21.0471992492676,0.235041007399559,20.9676990509033,0.0311609990894794,20.0412006378174,19.8848991394043,0.151454001665115,-999,-999,4,3,9,1,16892216,0.99917197227478,16892216,0.99975198507309,16892216,0.999664008617401,16892216,0.952965021133423
71643511569099700,351.15694135,-30.2922047,20.9200000762939,0.0718550011515617,19.8381004333496,0.0761260017752647,19.2182998657227,0.0176040008664131,18.565299987793,18.9183006286621,0.0324789993464947,18.6534996032715,0.0379230007529259,5,3,8,7,16892216,0.99905401468277,16892216,0.99964302778244,16892216,0.999219000339508,16892216,0.999319970607758
71653511720650377,351.17211293,-30.2916142,19.2691993713379,0.0072400001809001,18.8717002868652,0.00349800009280443,18.6436004638672,0.0232609994709492,17.4008007049561,18.5345993041992,0.0267900004982948,18.3197994232178,0.0246530007570982,3,4,9,4,16892216,0.999677002429962,16892216,0.999686002731323,16892216,0.999830007553101,16892216,0.999072015285492
71683510252377912,351.0252495,-30.2603394,21.9834995269775,0.193000003695488,20.9051990509033,0.0882510021328926,20.3306999206543,0.0743139982223511,19.5893993377686,19.8715991973877,0.217748999595642,19.3971004486084,0.121058002114296,1,1,6,4,16892216,0.99898099899292,16892216,0.999056994915009,16892216,0.999698996543884,16793912,0.999706983566284
71683510166720986,351.01667261,-30.26613732,19.9048004150391,0.09043800085783,18.9304008483887,0.00130600004922599,18.4416007995605,0.0169229991734028,17.2598991394043,18.2665996551514,0.0377020016312599,17.922700881958,0.0307299997657537,4,3,8,4,16892216,0.999053001403809,16892216,0.999723970890045,16892216,0.99973601102829,16892216,0.997584998607636
71663510588068806,351.0587457,-30.27638684,21.4659004211426,0.14104600250721,21.1084995269775,0.263731002807617,20.9664001464844,0.0482130013406277,20.038200378418,20.7574996948242,0.0687709972262383,-999,-999,2,3,7,2,115000,0.999297022819519,16892216,0.999220013618469,16892216,0.999113023281097,16892216,0.998592972755432
71683510450772547,351.04505964,-30.26473286,21.6945991516113,0.137511000037193,20.5359001159668,0.136632993817329,20.6674003601074,0.0792530030012131,20.0179004669189,19.8553009033203,0.140000000596046,19.7754001617432,0.171886995434761,4,1,8,7,115000,0.998996019363403,16892216,0.999037981033325,16892216,0.999684989452362,16892216,0.999661028385162
71673510391569046,351.03911132,-30.26770738,21.8279991149902,0.169380992650986,21.1268005371094,0.0287740007042885,20.922700881958,0.118670001626015,20.4164009094238,20.6760005950928,0.077054999768734,-999,-999,1,3,6,3,16892216,0.998614013195038,16892216,0.999224007129669,16892216,0.998467028141022,16892216,0.998467981815338
71663510383305035,351.03830291,-30.27941374,17.8724002838135,0.0333699993789196,17.3017997741699,0.0166929997503757,16.9067993164063,0.0265330001711845,15.8353004455566,16.6313991546631,0.0462480001151562,16.5421009063721,0.012445000000298,7,6,9,8,16892216,0.999782979488373,16892216,0.99947202205658,16892216,0.999216973781586,16892216,0.999597012996674
