objid,ramean,decmean,gmeanpsfmag,gmeanpsfmagerr,rmeanpsfmag,rmeanpsfmagerr,imeanpsfmag,imeanpsfmagerr,imeankronmag,zmeanpsfmag,zmeanpsfmagerr,ymeanpsfmag,ymeanpsfmagerr,gmeanpsfmagnpt,rmeanpsfmagnpt,imeanpsfmagnpt,zmeanpsfmagnpt,gflags,gqfperfect,rflags,rqfperfect,iflags,iqfperfect,zflags,zqfperfect
190841684540266656,168.45386257,69.0381574,20.8892993927002,0.116154998540878,20.3069000244141,0.0645859986543655,20.0702991485596,0.0984010025858879,18.9085998535156,20.1000995635986,0.0438550002872944,-999,-999,8,7,13,8,16892216,0.999584972858429,16892216,0.999195992946625,16892216,0.999711990356445,16892216,0.999650001525879
190831683597034562,168.35974408,69.0281693,21.4195003509521,0.0985390022397041,20.8141994476318,0.0561029985547066,20.448299407959,0.0543590001761913,19.6989002227783,20.3412990570068,0.0589229986071587,19.479700088501,0.0656120032072067,6,7,13,9,16777496,0.99904602766037,16777496,0.999688982963562,16777496,0.999366998672485,16777496,0.998830020427704
190831683602404233,168.3598747,69.02806566,21.0764999389648,0.0472699999809265,20.4071006774902,0.0374960005283356,20.1702995300293,0.118353001773357,19.5179996490479,20.1945991516113,0.0822769999504089,19.8169994354248,0.162199005484581,3,6,7,10,16892216,0.999283015727997,16892216,0.999198019504547,16892216,0.99951297044754,16892216,0.999575018882751
190841682169205037,168.21688815,69.03690524,21.3398990631104,0.0869830027222633,20.7245998382568,0.0611919984221458,20.2549991607666,0.0305070001631975,19.6126003265381,20.2588996887207,0.0479010008275509,19.716100692749,0.0780939981341362,11,6,12,15,16892216,0.999859988689423,16892216,0.999706983566284,16892216,0.999534010887146,16892216,0.999598979949951
190851682589699165,168.25881145,69.04863036,21.5069999694824,0.0421199984848499,20.7777996063232,0.0471239984035492,20.3612995147705,0.0504829995334148,19.7763996124268,20.0513000488281,0.086557999253273,19.4862003326416,0.13094100356102,4,4,15,6,16892216,0.999098002910614,16892216,0.999688029289246,16892216,0.999813973903656,16892216,0.999525010585785
190401677818243845,167.78172285,68.66920186,19.304500579834,0.034026000648737,19.0023002624512,0.051001999527216,18.5445003509521,0.0259579997509718,17.5970001220703,18.5349998474121,0.0354200005531311,18.246000289917,0.0392559990286827,12,13,19,11,16892216,0.999592006206512,16892216,0.999190986156464,16892216,0.999644994735718,16892216,0.999638020992279
190371677769131875,167.77698836,68.64259108,21.7595996856689,0.0685599967837334,21.1627006530762,0.0487920008599758,20.6965999603271,0.0370119996368885,20.1928997039795,20.267599105835,0.037202000617981,19.8866004943848,0.071042001247406,5,10,19,17,115000,0.999046981334686,16892216,0.998906016349792,16892216,0.99965900182724,16892216,0.999552011489868
190351678674924516,167.86744715,68.62807949,20.9416007995605,0.0379699990153313,20.0277004241943,0.0161920003592968,19.5893001556396,0.0272199995815754,18.9351997375488,19.4073009490967,0.0298410002142191,19.1462001800537,0.0548989996314049,15,11,27,17,16892216,0.99967497587204,16892216,0.999207019805908,16892216,0.999619007110596,16892216,0.999530017375946
190391678658624174,167.86579057,68.66113132,21.0356006622314,0.0436780005693436,20.7147006988525,0.0339719988405705,20.4733009338379,0.044624000787735,19.8766994476318,20.3981990814209,0.0609119981527328,19.6142997741699,0.272453993558884,12,16,28,11,16892216,0.999756991863251,16892216,0.999534010887146,16892216,0.99947202205658,16892216,0.999785006046295
190211678845189155,167.88430232,68.51529258,21.8696994781494,0.168837994337082,20.75950050354,0.0436530001461506,20.0967998504639,0.043368998914957,19.2320003509521,19.9309997558594,0.0426619984209538,19.4260005950928,0.0875900015234947,1,2,15,14,16892216,0.999224007129669,16892216,0.999047994613647,16892216,0.999408006668091,16892216,0.999779999256134
190211678836589128,167.88376566,68.51529844,21.5790996551514,0.175522997975349,21.0041999816895,0.182606995105743,20.6569004058838,0.0466930009424686,19.3987007141113,20.2621002197266,0.118104003369808,19.9171009063721,0.0680390000343323,1,1,3,1,16777496,0.852639973163605,16777496,0.998939990997314,16777496,0.999137997627258,16777496,0.997255027294159
190251680318520938,168.03204676,68.54190731,21.4414005279541,0.0504130013287067,21.090799331665,0.0230700001120567,20.8962001800537,0.0392200015485287,20.0678997039795,20.7005996704102,0.0848440006375313,-999,-999,6,5,15,7,16892216,0.999634027481079,16892216,0.99872499704361,16892216,0.999454975128174,16892216,0.998857021331787
190251680137938280,168.01413066,68.54784571,21.244800567627,0.0896430015563965,20.6882991790771,0.067782998085022,20.4724998474121,0.0513460002839565,19.6875991821289,20.3533000946045,0.0484430007636547,19.5296001434326,0.113104000687599,7,2,19,18,16892216,0.999553024768829,16892216,0.999235987663269,16892216,0.999661982059479,16892216,0.999594986438751
190251680144928138,168.01426719,68.5478371,21.2523002624512,0.193591997027397,20.6504993438721,0.103201001882553,20.3943996429443,0.0515820011496544,19.5729999542236,20.1023006439209,0.145501002669334,-999,-999,2,5,5,2,16777496,0.999404013156891,16777496,0.999064981937408,16777496,0.999638974666595,16777496,0.999202013015747
190261679567821533,167.95678927,68.55066381,21.7000007629395,0.0620910003781319,20.5111999511719,0.0344039984047413,19.9587993621826,0.0428650006651878,19.2273998260498,19.6919002532959,0.0298800002783537,19.4018993377686,0.0561570003628731,3,11,27,16,16892216,0.999650001525879,16892216,0.999668002128601,16892216,0.999696016311646,16892216,0.999264001846313
190281678283398134,167.82818077,68.57273425,21.5853996276855,0.152107000350952,20.9160995483398,0.0842190012335777,20.263599395752,0.0529449991881847,19.5338001251221,20.048999786377,0.0371830016374588,19.5694007873535,0.072563998401165,1,8,25,16,115000,0.999405026435852,16892216,0.999700009822845,16892216,0.999441027641296,16892216,0.99959397315979
190251678408325955,167.84078118,68.54580784,20.8670997619629,0.043104000389576,20.4664993286133,0.0587799996137619,20.0723991394043,0.0259370002895594,19.4216003417969,20.1319007873535,0.0771730020642281,19.6928005218506,0.146606996655464,8,10,23,13,16892216,0.999589025974274,16892216,0.999251008033752,16892216,0.999695003032684,16892216,0.99922901391983
190271678439860418,167.84394493,68.55795857,21.7527008056641,0.122893996536732,20.7740993499756,0.0735820010304451,20.3845996856689,0.0435589998960495,19.826099395752,20.2658996582031,0.0557730011641979,19.7562999725342,0.152103006839752,2,6,9,4,115000,0.998781979084015,16892216,0.99896901845932,16892216,0.999697983264923,115000,0.998979985713959
