objid,ramean,decmean,gmeanpsfmag,gmeanpsfmagerr,rmeanpsfmag,rmeanpsfmagerr,imeanpsfmag,imeanpsfmagerr,imeankronmag,zmeanpsfmag,zmeanpsfmagerr,ymeanpsfmag,ymeanpsfmagerr,gmeanpsfmagnpt,rmeanpsfmagnpt,imeanpsfmagnpt,zmeanpsfmagnpt,gflags,gqfperfect,rflags,rqfperfect,iflags,iqfperfect,zflags,zqfperfect
111073142461809984,314.24620099,2.56626486,21.7612991333008,0.227503001689911,20.4365997314453,0.0325080007314682,19.5863990783691,0.0366970002651215,18.8374004364014,19.4402008056641,0.0423029996454716,19.1380004882813,0.0880910009145737,4,12,21,10,16892216,0.998870015144348,16892216,0.999652981758118,16892216,0.999311983585358,16892216,0.998389005661011
111083142644944139,314.26450773,2.56972563,20.3644008636475,0.0590250007808208,19.9631004333496,0.0172889996320009,19.157600402832,0.0256079994142056,18.4599990844727,19.1644992828369,0.0261189993470907,18.9748001098633,0.0537419989705086,8,10,18,11,16892216,0.999858021736145,16892216,0.999518990516663,16892216,0.99965101480484,16892216,0.998960018157959
111003141862783398,314.18626744,2.50240694,19.7238998413086,0.0238889995962381,18.8852996826172,0.0177979990839958,18.3045997619629,0.0469329990446568,17.5037994384766,18.1417007446289,0.0217669997364283,17.9825992584229,0.0325829982757568,11,11,22,11,16892216,0.999823987483978,16892216,0.999282002449036,16892216,0.999679982662201,16892216,0.998517990112305
111093142153603863,314.21533466,2.57782782,21.9340991973877,0.0976999998092651,20.5317993164063,0.0226579997688532,19.6553001403809,0.0337999984622002,19.0676002502441,19.4689998626709,0.0265420004725456,19.3246994018555,0.0668099969625473,4,6,16,7,16892216,0.998875975608826,16892216,0.999067008495331,16892216,0.99975198507309,16892216,0.998583018779755
111073141344936758,314.13448483,2.56358143,20.0086994171143,0.108424998819828,19.021900177002,0.0228080004453659,18.2863006591797,0.00428499979898334,17.1956996917725,17.8379993438721,0.0151389995589852,17.5058002471924,0.0198849998414516,3,6,3,4,16892216,0.999261021614075,115000,0.999509990215302,16892216,0.99957001209259,115000,0.998894989490509
111623139076805830,313.90772656,3.02112509,21.5592002868652,0.0972279980778694,21.233699798584,0.080436997115612,20.7518005371094,0.0661609992384911,20.0916004180908,20.6784992218018,0.0518959984183311,-999,-999,7,11,20,6,16892216,0.99950098991394,16892216,0.999553978443146,16892216,0.999723017215729,16892216,0.998865008354187
111643139283536007,313.92844209,3.03784336,21.8705997467041,0.0649800002574921,21.4913005828857,0.095659002661705,21.1366004943848,0.0619329996407032,20.5599994659424,21.0503997802734,0.297414004802704,-999,-999,3,13,19,3,115000,0.999032020568848,16892216,0.999459028244019,16892216,0.999682009220123,16892216,0.998373985290527
111563139125276736,313.91252572,2.97186763,20.8607006072998,0.0664879977703094,20.423900604248,0.111542999744415,19.6275005340576,0.0812230035662651,18.4850006103516,19.6975994110107,0.0307289995253086,19.3225002288818,0.0972179993987083,11,8,20,6,16892216,0.999532997608185,16892216,0.999451994895935,16892216,0.99973601102829,16892216,0.998193025588989
111563138794598657,313.8794492,2.97349137,20.0860996246338,0.0389869995415211,19.4552001953125,0.0322499983012676,19.0622997283936,0.0395950004458427,18.2609004974365,19.0981998443604,0.0223399996757507,18.9666004180908,0.0348730012774467,12,8,9,12,16892216,0.999843001365662,16892216,0.999568998813629,16892216,0.999418020248413,16892216,0.999616026878357
111583139638871972,313.96391762,2.98462095,21.8321990966797,0.0649389997124672,21.8616008758545,0.0442619994282722,21.4929008483887,0.0101699996739626,-999,21.4167995452881,0.181012004613876,-999,-999,7,4,2,1,115000,0.999688029289246,115000,0.999166011810303,115000,0.999242007732391,115000,0.997606992721558
