objid,ramean,decmean,gmeanpsfmag,gmeanpsfmagerr,rmeanpsfmag,rmeanpsfmagerr,imeanpsfmag,imeanpsfmagerr,imeankronmag,zmeanpsfmag,zmeanpsfmagerr,ymeanpsfmag,ymeanpsfmagerr,gmeanpsfmagnpt,rmeanpsfmagnpt,imeanpsfmagnpt,zmeanpsfmagnpt,gflags,gqfperfect,rflags,rqfperfect,iflags,iqfperfect,zflags,zqfperfect
160443486152164242,348.61521383,43.70297363,19.1487998962402,0.0864939987659454,18.7164001464844,0.139905005693436,18.680700302124,0.022494999691844,-999,18.590799331665,0.0225809998810291,17.9748001098633,0.0379690006375313,3,4,6,1,16892216,0.99965900182724,16892216,0.999175012111664,16892216,0.999650001525879,16892216,0.924750983715057
160503486485537948,348.64855175,43.75606587,21.0268993377686,0.0699279978871346,20.0345993041992,0.0421379990875721,19.2821006774902,0.0490670017898083,18.7166004180908,19.0872001647949,0.0214639995247126,18.5624008178711,0.0626450031995773,4,4,6,5,16892216,0.999518990516663,16892216,0.999135971069336,16892216,0.999198973178864,16892216,0.999029994010925
160533486466978420,348.64672553,43.78148636,19.6669998168945,-999,20.3810005187988,0.105713002383709,20.0352001190186,0.0530809983611107,19.4398002624512,19.5879001617432,0.114295996725559,19.3568000793457,0.135519996285439,3,5,5,7,16892216,0.999459981918335,16892216,0.999608993530273,16892216,0.998771011829376,16892216,0.999247014522552
160533486505030268,348.65048326,43.77461013,21.531099319458,0.077846996486187,20.5205993652344,0.0579090006649494,19.9041004180908,0.0180680006742477,19.1543998718262,19.6793994903564,0.0367089994251728,18.9710998535156,0.0548360012471676,6,7,3,8,16892216,0.999357998371124,16892216,0.999541997909546,16892216,0.998224973678589,16892216,0.999029994010925
160473486694799349,348.66946674,43.73221222,20.9531002044678,0.0772709995508194,19.5361995697021,0.0343899987637997,19.0993003845215,0.0135089997202158,17.7787990570068,18.7873001098633,0.0255020000040531,18.1667995452881,0.0704319998621941,1,4,6,6,16793912,0.966350018978119,16892216,0.99905800819397,16892216,0.999598979949951,16892216,0.999064981937408
160523487262663866,348.72628036,43.76934342,19.7301006317139,0.0248889997601509,18.8337993621826,0.0228029992431402,18.5034008026123,0.0332470014691353,17.8108005523682,18.44700050354,0.0465960018336773,17.9043998718262,0.0456370003521442,6,4,10,10,16892216,0.999182999134064,16892216,0.999450027942657,16892216,0.999292016029358,16892216,0.99870502948761
160473487179554084,348.71787517,43.72788247,20.8553009033203,0.0581329986453056,19.7252998352051,0.00577000016346574,19.3798007965088,0.0308940000832081,18.6805000305176,18.9389991760254,0.110064998269081,18.6103992462158,0.0758550018072128,8,5,7,6,16892216,0.998834013938904,16892216,0.999117016792297,16892216,0.999301016330719,16892216,0.999697983264923
160863486947858970,348.69475528,44.05688891,22.1802005767822,0.174609005451202,21.1156997680664,0.10708200186491,20.2343006134033,0.0521209985017776,19.7040004730225,19.9127006530762,0.0467979982495308,19.5972995758057,0.0863820016384125,1,11,11,12,16892216,0.99898099899292,16892216,0.999632000923157,16892216,0.999890983104706,16892216,0.999291002750397
160903486543494679,348.65438973,44.08666084,22.2595996856689,0.186531007289886,21.0580997467041,0.131906002759933,20.4587993621826,0.0581770017743111,19.8108997344971,20.2537002563477,0.04662000015378,19.7026996612549,0.0556939989328384,1,5,10,8,115000,0.998526990413666,16892216,0.999682009220123,16892216,0.999489009380341,16892216,0.999015986919403
160923486950943689,348.69504405,44.10250656,21.1226997375488,0.055358998477459,20.3852005004883,0.0538420006632805,19.9943008422852,0.0747710019350052,19.1634998321533,19.8488006591797,0.0334520004689693,19.4479999542236,0.0900110006332397,11,8,13,10,16892216,0.999293029308319,16892216,0.999844014644623,16892216,0.99964702129364,16892216,0.999228000640869
160783485329483424,348.53296719,43.98568003,20.9193000793457,0.0638030022382736,20.0244007110596,0.0870520025491714,19.30299949646,0.0367950014770031,18.6131000518799,18.7824001312256,0.0841759964823723,18.6481990814209,0.0905769988894463,9,7,12,7,16892216,0.999514997005463,16892216,0.999611020088196,16892216,0.999487996101379,16892216,0.999264001846313
160793485836082759,348.5835844,43.99338652,21.5492000579834,0.10818900167942,21.7150993347168,0.125532001256943,20.9820003509521,0.06929100304842,20.2276992797852,20.7509994506836,0.0620069988071918,19.6378993988037,0.165343001484871,4,5,5,7,16892216,0.999266028404236,16892216,0.999665975570679,16892216,0.999637007713318,16892216,0.999714016914368
160783485656623104,348.56569888,43.98537354,20.6511001586914,0.0222720000892878,19.9834003448486,0.0461170002818108,19.0811004638672,0.0629170015454292,18.0359992980957,18.7919998168945,0.11404699832201,18.6460990905762,0.0676800012588501,8,5,12,6,16892216,0.999454975128174,16892216,0.999125003814697,16892216,0.99957799911499,16892216,0.99941498041153
160853485406273324,348.54064511,44.04390417,20.467399597168,0.0716919973492622,18.9981002807617,0.0462480001151562,18.6497993469238,0.0282710008323193,17.6702995300293,18.3673992156982,0.022469000890851,17.9130992889404,0.0427759997546673,11,6,11,9,16892216,0.999652028083801,16892216,0.999656975269318,16892216,0.999761998653412,16892216,0.999238014221191
160853485392553800,348.53924737,44.04433225,21.0867004394531,0.0509949997067451,19.7756996154785,0.0645530000329018,19.2509994506836,0.0269879996776581,18.5916004180908,18.986400604248,0.0268179997801781,18.6702995300293,0.0758349969983101,6,7,10,8,16892216,0.999342024326324,16892216,0.999158024787903,16892216,0.999249994754791,16892216,0.99958997964859
160863485370581098,348.53711674,44.05033739,20.1109008789063,0.0257500000298023,18.9962997436523,0.0130179999396205,18.636999130249,0.00436899997293949,17.6501998901367,18.3579006195068,0.0136569999158382,18.0379009246826,0.0238150004297495,4,3,6,4,16892216,0.999718010425568,16892216,0.99923300743103,16892216,0.999350011348724,16892216,0.999679028987885
160853485358638013,348.53584804,44.04776612,21.8356990814209,0.164192005991936,20.4251003265381,0.0454210005700588,19.8404006958008,0.019259000197053,19.3313999176025,19.5172996520996,0.0267730001360178,19.0870990753174,0.0673049986362457,3,8,11,10,16892216,0.997368991374969,115000,0.999226987361908,115000,0.999839007854462,16892216,0.99924099445343
