Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,DES Footprint,PanSTARRS,NED,PSZ2 Indx,PSZ1 Indx,Redshift,Semester,Val,PCCS2,SNR_PSZ2,SNR_PSZ1,MOSAIC Imaging,Optical run2,SALT Imaging,SALT Spec,SOAR Imaging,NEWFIRM Imaging,RAW MOSAIC,RAW NEWFIRM,VO MOSAIC,VO NEWFIRM,Mosaics,Catalogs,Calibrated,Color Cat,Photo-z,maxBCG,ROSAT_x,RASS rate,RASS S/N,New RASS rate,New RASS S/N,Validation,COSMO,COMMENT,PCCS,Optical run1,Optical run2_y,IR run1,Swift,Comments
PSZ2_G191.57+58.88,157.4151933,33.90993599,10:29:40,+33:54:35.76,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=157.415193&dec=33.909936&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=10%3A29%3A40+%2B33%3A54%3A35.76&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=157.415193d&lat=33.909936d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,878,-1,-1,,-1,F,5.1692,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,-0.0046,-2.04,,FALSE,FALSE,FALSE,,,,,
PSZ1_G084.62-15.86,327.4320818,33.17328259,21:49:44,+33:10:23.81,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=21%3A49%3A44+%2B33%3A10%3A23.81&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=327.432082d&lat=33.173283d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,6.012,10/24/2014,,,,,xxx,,,,,,,,FALSE,FALSE,FALSE,,0.0259,3.29,,,1,FALSE,TRUE,FALSE,10/24/2014,,xxx,Proposed Sept 2014,Cluster likely in MOSAIC data - do not observe in IR
PSZ2_G183.92+16.36,105.4893653,32.85983276,7:01:57,+32:51:35.39,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=7%3A01%3A57+%2B32%3A51%3A35.39&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=105.489365d&lat=32.859833d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,852,-1,-1,,-1,F,4.974,,,,,,,11/11/2016,,,,,,,,FALSE,FALSE,FALSE,,,,0.0238,2.7,,FALSE,FALSE,FALSE,,,,,
PSZ1_G063.80+11.42,286.4733475,32.54588782,19:05:54,+32:32:45.19,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=19%3A05%3A54+%2B32%3A32%3A45.19&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=286.473347d&lat=32.545888d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,5.9,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0.0422,4.89,,,1,FALSE,TRUE,FALSE,,,,Proposed Sept 2014,
PSZ2_G052.08+46.13,243.4439272,32.08138202,16:13:47,+32:04:52.97,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=243.443927&dec=32.081382&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=16%3A13%3A47+%2B32%3A04%3A52.97&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=243.443927d&lat=32.081382d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,209,-1,-1,,-1,T,4.7572,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,-0.003,-1.08,,FALSE,FALSE,FALSE,,,,,
PSZ1_G183.26+12.25,100.7320487,31.8187723,6:42:56,+31:49:07.58,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=6%3A42%3A56+%2B31%3A49%3A07.58&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=100.732049d&lat=31.818772d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,5.428,10/26/2014,,,,,xxx,,,,,,,,FALSE,FALSE,FALSE,,0.0053,0.93,,,2,FALSE,TRUE,FALSE,10/26/2014,,xxx,NP,Confirmed by RTT150 z=0.85
PSZ2_G053.80+36.49,254.9007904,31.74318993,16:59:36,+31:44:35.48,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=254.900790&dec=31.743190&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=16%3A59%3A36+%2B31%3A44%3A35.48&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=254.900790d&lat=31.743190d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,217,-1,-1,,-1,F,5.1628,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.0026,0.7,,FALSE,FALSE,FALSE,,,,,
PSZ2_G059.52+16.23,279.3393414,30.6641929,18:37:21,+30:39:51.09,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=18%3A37%3A21+%2B30%3A39%3A51.09&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=279.339341d&lat=30.664193d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,248,-1,-1,,-1,F,4.7797,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.0285,3.45,,FALSE,FALSE,FALSE,,,,,
PSZ2_G164.85-16.55,60.75506077,30.32177099,4:03:01,+30:19:18.37,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=4%3A03%3A01+%2B30%3A19%3A18.37&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=60.755061d&lat=30.321771d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,785,-1,-1,,-1,T,5.0117,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.003,0.49,,FALSE,FALSE,FALSE,,,,,
PSZ1_G046.98+66.62,219.330431,30.28330116,14:37:19,+30:16:59.88,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=14%3A37%3A19+%2B30%3A16%3A59.88&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=219.330431d&lat=30.283301d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,4.521,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,-0.0045,-1.62,,,3,FALSE,TRUE,FALSE,,,,Not in FoV (multiple ObsIds),
PSZ2_G059.76+14.59,281.1949274,30.24677357,18:44:47,+30:14:48.38,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=18%3A44%3A47+%2B30%3A14%3A48.38&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=281.194927d&lat=30.246774d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,250,-1,-1,,-1,F,4.8858,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.0118,2.2,,FALSE,FALSE,FALSE,,,,,
PSZ1_G060.12+11.42,284.6966438,29.26998568,18:58:47,+29:16:11.94,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=18%3A58%3A47+%2B29%3A16%3A11.94&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=284.696644d&lat=29.269986d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,6.287,xxx,,,,,,,,,,,,,FALSE,FALSE,FALSE,RASS BCS,0.0629,5.87,,,1,FALSE,TRUE,FALSE,xxx,,,NP,Confirmed by RTT150 z=0.3
PSZ1_G186.54+85.60,188.3583889,29.00892875,12:33:26,+29:00:32.14,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=12%3A33%3A26+%2B29%3A00%3A32.14&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=188.358389d&lat=29.008929d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,4.51,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0.0012,0.28,,,2,FALSE,FALSE,FALSE,,,,,Chandra no X-ray detection (ObsId: 13352)
PSZ1_G059.99+11.06,285.0122832,29.00605253,19:00:03,+29:00:21.78,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=19%3A00%3A03+%2B29%3A00%3A21.78&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=285.012283d&lat=29.006053d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,4.548,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0.0006,0.13,,,2,FALSE,FALSE,FALSE,,,,Not in FoV (00058741001),
PSZ2_G202.66+66.98,166.8142374,28.79649753,11:07:15,+28:47:47.39,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=166.814237&dec=28.796498&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=11%3A07%3A15+%2B28%3A47%3A47.39&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=166.814237d&lat=28.796498d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,917,-1,-1,,-1,F,4.6271,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,-0.005,-1.54,,FALSE,FALSE,FALSE,,,,,
PSZ1_G102.86-31.07,353.2827535,28.73100061,23:33:08,+28:43:51.60,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=23%3A33%3A08+%2B28%3A43%3A51.60&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=353.282754d&lat=28.731001d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,6.124,10/25/2014,,,,,11/4/2014,,,,,,,,FALSE,FALSE,FALSE,,-0.0016,-0.59,,,2,FALSE,TRUE,FALSE,10/25/2014,,11/4/2014,,
PSZ2_G185.68+09.82,99.33896302,28.64061544,6:37:21,+28:38:26.21,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=6%3A37%3A21+%2B28%3A38%3A26.21&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=99.338963d&lat=28.640615d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,859,-1,-1,,-1,F,5.1836,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.0272,2.9,,FALSE,FALSE,FALSE,,,,,
PSZ2_G166.56-17.69,61.19432921,28.36060046,4:04:47,+28:21:38.16,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=4%3A04%3A47+%2B28%3A21%3A38.16&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=61.194329d&lat=28.360600d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,797,-1,-1,,-1,T,4.7632,,,,,,,11/11/2016,,,,,,,,FALSE,FALSE,FALSE,,,,-0.0056,-1.3,,FALSE,FALSE,FALSE,,,,,
PSZ2_G044.21+52.13,235.7544571,27.8333101,15:43:01,+27:49:59.91,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=235.754457&dec=27.833310&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=15%3A43%3A01+%2B27%3A49%3A59.91&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=235.754457d&lat=27.833310d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,161,-1,-1,,-1,F,4.6408,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,0.0072,0.87,,FALSE,FALSE,FALSE,,,,,
PSZ2_G072.96-12.26,315.3094898,27.55243762,21:01:14,+27:33:08.77,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=21%3A01%3A14+%2B27%3A33%3A08.77&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=315.309490d&lat=27.552438d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,310,-1,-1,,-1,T,4.586,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,-0.0154,-3.18,,FALSE,FALSE,FALSE,,,,,
PSZ1_G159.29-24.66,50.24505818,27.44758276,3:20:59,+27:26:51.29,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=3%3A20%3A59+%2B27%3A26%3A51.29&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=50.245058d&lat=27.447583d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,4.759,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,-0.0035,-1.51,,,3,FALSE,TRUE,FALSE,,,,,
PSZ2_G048.47+34.86,255.535051,27.14668094,17:02:08,+27:08:48.05,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=255.535051&dec=27.146681&opt=S,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=17%3A02%3A08+%2B27%3A08%3A48.05&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=255.535051d&lat=27.146681d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,194,-1,-1,,-1,F,5.7414,,6/13/2016,,,,,2/22/2016,,,,,KIzrg,,,FALSE,FALSE,FALSE,,,,0.0062,1.28,,FALSE,FALSE,FALSE,,,,,This is Johnson I imaging. The pipeline expected SDSS i
PSZ1_G047.44+37.39,252.5412493,27.00841693,16:50:10,+27:00:30.30,FALSE,,FALSE,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=16%3A50%3A10+%2B27%3A00%3A30.30&filter=color&filter=g&filter=r&filter=i&filetypes=stack&auxiliary=data&size=1200&output_size=0&verbose=0&autoscale=99.500000&catlist=,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=252.541249d&lat=27.008417d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,,,,,,,,4.92,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,-0.0026,-0.99,,,3,FALSE,TRUE,FALSE,,,,,
