PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,DES,DES Catalog,NED,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N,Notes
1581,PSZ2_G338.21+23.46,230.1449047,-29.00079718,15:20:35,-29:00:03,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=230.144905d&lat=-29.000797d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.079,1175,-1,,-1,T,PSZ1_G338.21+23.46,26-Apr-16,,,,unknown,unknown,TRUE,,0.0004,0.06,0.0014,0.21,1175,1581,6.079,4.821,
1090,PSZ2_G241.41-65.88,39.26295161,-36.13011051,2:37:03,-36:07:48,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=39.262952d&lat=-36.130111d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.0733,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,-0.0029,-0.99,,,,,
1580,PSZ2_G338.04+23.65,229.88005,-28.94048581,15:19:31,-28:56:26,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=229.880050d&lat=-28.940486d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.0595,-1,-1,,-1,T,,3-Apr-16,,,,unknown,unknown,TRUE,,,,-0.0083,-1.73,,,,,
423,PSZ2_G093.04-32.38,345.4275891,24.04025164,23:01:43,+24:02:24.90,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=345.427589&dec=24.040252&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=345.427589d&lat=24.040252d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.0318,320,-1,,-1,T,PSZ1_G093.04-32.38,26-Oct-14,,4-Nov-14,,unknown,unknown,FALSE,,0.002,0.42,0.002,0.42,320,423,6.032,5.693,
1578,PSZ2_G337.95+22.70,230.4398862,-29.75485362,15:21:46,-29:45:17,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=230.439886d&lat=-29.754854d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.0316,-1,-1,,-1,T,,30-Apr-16,,,,unknown,unknown,FALSE,,,,0.0154,1.69,,,,,
1415,PSZ2_G299.54+17.83,188.3017751,-44.91854436,12:33:12,-44:55:07,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=188.301775d&lat=-44.918544d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,6.0212,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0384,3.27,,,,,
708,PSZ2_G145.25+50.84,163.3571656,60.86201372,10:53:26,+60:51:43.24,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=163.357166&dec=60.862014&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=163.357166d&lat=60.862014d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.9848,-1,-1,,-1,T,,,,23-Feb-16,,unknown,unknown,FALSE,,,,0.0003,0.08,,,,,
1204,PSZ2_G261.67-10.97,117.3343113,-48.04210914,7:49:20,-48:02:32,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=117.334311d&lat=-48.042109d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8844,895,-1,,-1,F,PSZ1_G261.65-10.98,1-Nov-14,,,,unknown,unknown,TRUE,RASS BCS,0.0734,5.57,0.0723,5.57,895,1204,5.884,4.904,
1548,PSZ2_G328.96+71.97,200.8032917,10.72822197,13:23:13,+10:43:41.59,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=200.803292&dec=10.728222&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=200.803292d&lat=10.728222d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8516,-1,-1,,-1,F,,,,23-Feb-16,,unknown,unknown,FALSE,,,,-0.0017,-0.23,,,,,
1399,PSZ2_G295.61-17.50,156.2505744,-78.24315335,10:25:00,-78:14:35,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=156.250574d&lat=-78.243153d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8487,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,-0.0047,-2.32,,,,,
1374,PSZ2_G292.77-23.80,120.5493457,-80.24785835,8:02:12,-80:14:52,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=120.549346d&lat=-80.247858d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8463,1022,-1,,-1,F,PSZ1_G292.75-23.79,30-Jan-14,,,,unknown,unknown,FALSE,,-0.0069,-1.47,-0.0039,-0.71,1022,1374,5.846,5.388,
813,PSZ2_G171.79-42.08,47.16611117,7.409158209,3:08:40,+07:24:32.96,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=47.166111d&lat=7.409158d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.842,-1,-1,,-1,T,,26-Nov-16,,24-Feb-16,,unknown,unknown,TRUE,,,,-0.0003,-0.1,,,,,
1325,PSZ2_G285.18+16.11,169.0743325,-43.45278129,11:16:18,-43:27:10,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=169.074332d&lat=-43.452781d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8403,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.053,3.24,,,,,
269,PSZ2_G065.35-08.01,306.5168037,24.13520041,20:26:04,+24:08:06.72,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=306.516804d&lat=24.135200d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8294,-1,-1,,-1,F,,15-Jun-16,,,,unknown,unknown,FALSE,,,,-0.0029,-0.8,,,,,
1221,PSZ2_G264.52-17.77,109.4666369,-53.45183145,7:17:52,-53:27:07,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=109.466637d&lat=-53.451831d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8259,911,-1,,-1,F,PSZ1_G264.49-17.77,1-Nov-14,,,,unknown,unknown,TRUE,,0.0057,1,0.0032,0.62,911,1221,5.826,5.041,
415,PSZ2_G092.11-33.73,345.4059019,22.4832542,23:01:37,+22:28:59.71,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=345.405902&dec=22.483254&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=345.405902d&lat=22.483254d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8142,-1,-1,,-1,T,,26-Nov-16,,13-Nov-16,,unknown,unknown,TRUE,,,,0.0009,0.22,,,,,
1543,PSZ2_G327.66-54.26,345.907593,-57.38018753,23:03:38,-57:22:49,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=345.907593d&lat=-57.380188d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8107,-1,-1,,-1,F,,7-Jun-16,,,,unknown,unknown,TRUE,,,,0.0024,0.45,,,,,
608,PSZ2_G123.84+25.75,43.87500096,88.40053224,2:55:30,+88:24:01.91,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=43.875001d&lat=88.400532d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8069,453,-1,,-1,F,PSZ1_G123.79+25.86,24-Nov-16,,22-Feb-16,,unknown,unknown,FALSE,,0.0001,0.03,-0.0037,-1.47,453,608,5.807,5.041,
447,PSZ2_G096.43-20.89,342.0362292,35.55596568,22:48:09,+35:33:21.47,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=342.036229d&lat=35.555966d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8051,-1,-1,,-1,F,,15-Jun-16,,11-Nov-16,,unknown,unknown,FALSE,,,,0.0528,4.99,,,,,
820,PSZ2_G173.76+22.92,109.3682496,44.05767236,7:17:28,+44:03:27.62,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=109.368250d&lat=44.057672d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.8035,-1,-1,,-1,F,,24-Nov-16,,22-Feb-16,,unknown,unknown,TRUE,,,,0.1005,4.66,,,,,
1382,PSZ2_G293.63+08.25,177.2786319,-53.48895928,11:49:07,-53:29:20,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=177.278632d&lat=-53.488959d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7979,1027,-1,,-1,T,PSZ1_G293.66+08.25,,,,,unknown,unknown,FALSE,,0.0057,0.7,-0.0028,-0.47,1027,1382,5.798,5.061,
1582,PSZ2_G338.25+22.60,230.761883,-29.68049547,15:23:03,-29:40:50,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=230.761883d&lat=-29.680495d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7929,1176,-1,,-1,F,PSZ1_G338.27+22.60,,,,,unknown,unknown,FALSE,,0.0003,0.04,-0.0004,-0.05,1176,1582,5.793,6.634,
1498,PSZ2_G317.79+26.63,208.9920333,-34.36697496,13:55:58,-34:22:01,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=208.992033d&lat=-34.366975d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7615,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0578,3.68,,,,,
1281,PSZ2_G275.73-06.12,137.0151795,-56.69510198,9:08:04,-56:41:42,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=137.015179d&lat=-56.695102d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7529,955,-1,,-1,F,PSZ1_G275.74-06.11,,,,,unknown,unknown,FALSE,,-0.0014,-0.24,0.0012,0.18,955,1281,5.753,4.87,
104,PSZ2_G029.66-47.63,326.4342608,-21.780224,21:45:44,-21:46:49,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=326.434261d&lat=-21.780224d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7447,-1,-1,,-1,F,,25-Nov-16,,,,unknown,unknown,TRUE,,,,0.0052,0.79,,,,,
194,PSZ2_G048.47+34.86,255.535051,27.14668094,17:02:08,+27:08:48.05,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=255.535051&dec=27.146681&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=255.535051d&lat=27.146681d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7414,-1,-1,,-1,F,,13-Jun-16,,22-Feb-16,,unknown,unknown,FALSE,,,,0.0062,1.28,,,,,
319,PSZ2_G075.08+19.83,281.6991477,45.77591094,18:46:48,+45:46:33.27,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=281.699148d&lat=45.775911d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.738,-1,-1,,-1,F,,15-Jun-16,,,,unknown,unknown,TRUE,,,,0.0264,4.47,,,,,
1523,PSZ2_G323.70-25.45,282.4323869,-71.32477362,18:49:44,-71:19:29,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=282.432387d&lat=-71.324774d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7379,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,-0.0074,-0.74,,,,,
542,PSZ2_G112.07-39.86,3.87297977,22.24541893,0:15:30,+22:14:43.50,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=3.872980&dec=22.245419&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=3.872980d&lat=22.245419d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7201,-1,-1,,-1,T,,25-Nov-16,,11-Nov-16,,unknown,unknown,TRUE,,,,-0.0026,-0.8,,,,,
1441,PSZ2_G305.76+44.79,194.9767598,-18.03301376,12:59:54,-18:01:59,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=194.976760d&lat=-18.033014d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7171,1070,-1,,-1,F,PSZ1_G305.77+44.80,,,24-Feb-16,,unknown,unknown,TRUE,,0.0146,1.5,0.0186,1.79,1070,1441,5.717,4.717,
400,PSZ2_G089.06-11.79,328.2214948,39.06458425,21:52:53,+39:03:52.50,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=328.221495d&lat=39.064584d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.7164,-1,-1,,-1,F,,24-Nov-16,,,,unknown,unknown,FALSE,,,,0.0136,2.23,,,,,
