PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,DES,DES Catalog,NED,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N,Notes
1014,PSZ2_G225.76-17.35,92.57195205,-18.94492866,6:10:17,-18:56:42,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=92.571952d&lat=-18.944929d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0404,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0483,4.88,,,,,
243,PSZ2_G058.42-33.50,323.8823279,3.881770214,21:35:32,+03:52:54.37,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=323.882328&dec=3.881770&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=323.882328d&lat=3.881770d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0389,192,-1,,-1,F,PSZ1_G058.45-33.47,,,,,unknown,unknown,FALSE,,-0.0054,-1.48,-0.0006,-0.11,192,243,5.039,4.826,
59,PSZ2_G018.76-61.65,340.6369626,-30.31504626,22:42:33,-30:18:54,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=340.636963d&lat=-30.315046d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0381,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0011,0.18,,,,,
330,PSZ2_G077.67+30.59,266.7472334,50.47195463,17:46:59,+50:28:19.03,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=266.747233&dec=50.471955&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=266.747233d&lat=50.471955d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0344,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0054,1.76,,,,,
1447,PSZ2_G306.23+11.92,197.973139,-50.8188756,13:11:54,-50:49:08,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=197.973139d&lat=-50.818876d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0278,1075,-1,,-1,F,PSZ1_G306.23+11.89,,,,,unknown,unknown,TRUE,RASS BCS,0.0585,4.06,0.0366,3.1,1075,1447,5.028,4.783,
835,PSZ2_G179.33-22.22,66.37553435,16.4646611,4:25:30,+16:27:52.77,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=66.375534&dec=16.464661&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=66.375534d&lat=16.464661d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0185,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0018,-0.49,,,,,
1233,PSZ2_G266.50-25.31,97.65600437,-57.38551509,6:30:37,-57:23:08,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=97.656004d&lat=-57.385515d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0181,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,-0.0046,-2.64,,,,,
1264,PSZ2_G271.55+26.00,160.560815,-28.88023534,10:42:15,-28:52:49,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=160.560815d&lat=-28.880235d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0151,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0248,2.42,,,,,
279,PSZ2_G066.59-58.51,346.8558241,-7.542316308,23:07:25,-7:32:32,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=346.855824&dec=-7.542316&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=346.855824d&lat=-7.542316d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0141,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.0047,-1.45,,,,,
480,PSZ2_G100.07+17.06,303.5893034,66.61169511,20:14:21,+66:36:42.10,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=303.589303d&lat=66.611695d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0118,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0015,-0.74,,,,,
785,PSZ2_G164.85-16.55,60.75506077,30.32177099,4:03:01,+30:19:18.37,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=60.755061d&lat=30.321771d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0117,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,0.003,0.49,,,,,
624,PSZ2_G126.36-19.11,17.34276939,43.63370456,1:09:22,+43:38:01.33,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=17.342769&dec=43.633705&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=17.342769d&lat=43.633705d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0096,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0334,3.2,,,,,
426,PSZ2_G093.71-30.90,345.1839268,25.61136828,23:00:44,+25:36:40.92,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=345.183927&dec=25.611368&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=345.183927d&lat=25.611368d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,5.0012,-1,-1,,-1,T,,,,11-Nov-16,,unknown,unknown,FALSE,,,,0.0082,1.4,,,,,
1305,PSZ2_G280.39-10.48,136.6507197,-63.03595585,9:06:36,-63:02:09,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=136.650720d&lat=-63.035956d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9988,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0297,3.69,,,,,
1259,PSZ2_G271.15+21.10,157.0896629,-32.7954838,10:28:22,-32:47:44,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=157.089663d&lat=-32.795484d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9957,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0109,1.45,,,,,
208,PSZ2_G051.48-30.87,318.3988536,0.51964668,21:13:36,+00:31:10.72,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=318.398854&dec=0.519647&opt=S,MADE,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=318.398854d&lat=0.519647d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.992,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0055,1.1,,,,,
857,PSZ2_G185.45-32.01,62.01698914,6.109443393,4:08:04,+06:06:33.99,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=62.016989d&lat=6.109443d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9916,624,-1,,-1,F,PSZ1_G185.42-32.03,30-Jan-14,,4-Nov-14,,unknown,unknown,TRUE,,0.0018,0.38,0.0047,0.85,624,857,4.992,6.153,
612,PSZ2_G125.11+28.14,131.0118618,87.81815671,8:44:03,+87:49:05.36,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=131.011862d&lat=87.818157d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9889,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,0.0034,0.99,,,,,
769,PSZ2_G160.94+44.85,143.3680894,54.95231489,9:33:28,+54:57:08.33,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=143.368089&dec=54.952315&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=143.368089d&lat=54.952315d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9844,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,0.0072,1.01,,,,,
1010,PSZ2_G224.86-79.51,24.5815777,-28.80738059,1:38:20,-28:48:27,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=24.581578d&lat=-28.807381d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9797,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0029,-0.88,,,,,
1335,PSZ2_G286.32-30.62,85.37937345,-75.06259142,5:41:31,-75:03:45,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=85.379373d&lat=-75.062591d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9758,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0477,8.32,,,,,
852,PSZ2_G183.92+16.36,105.4893653,32.85983276,7:01:57,+32:51:35.39,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=105.489365d&lat=32.859833d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.974,-1,-1,,-1,F,,,,11-Nov-16,,unknown,unknown,TRUE,,,,0.0238,2.7,,,,,
1525,PSZ2_G323.96+43.81,208.5254743,-16.48256945,13:54:06,-16:28:57,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=208.525474d&lat=-16.482569d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9739,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0284,2.56,,,,,
505,PSZ2_G105.00+39.68,238.1512045,70.53335741,15:52:36,+70:32:00.08,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=238.151205d&lat=70.533357d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9721,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0144,3.22,,,,,
1361,PSZ2_G289.50+32.71,179.9769069,-28.80465715,11:59:54,-28:48:17,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=179.976907d&lat=-28.804657d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9718,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0119,1.37,,,,,
1579,PSZ2_G337.99-33.61,303.6793437,-59.21752123,20:14:43,-59:13:03,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=303.679344d&lat=-59.217521d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9694,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0065,-1.12,,,,,
1372,PSZ2_G292.69-18.32,143.7570983,-77.10335928,9:35:02,-77:06:12,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=143.757098d&lat=-77.103359d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9635,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0054,-1.96,,,,,
233,PSZ2_G057.09+11.19,283.5194099,26.48299795,18:54:05,+26:28:58.79,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=283.519410d&lat=26.482998d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9635,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0128,2.16,,,,,
1411,PSZ2_G297.91+31.43,187.8533032,-31.2421661,12:31:25,-31:14:32,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=187.853303d&lat=-31.242166d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.963,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0143,1.28,,,,,
688,PSZ2_G141.59+23.69,95.48324713,72.81279919,6:21:56,+72:48:46.07,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=95.483247d&lat=72.812799d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9629,507,-1,,-1,F,PSZ1_G141.59+23.69,,,,,unknown,unknown,FALSE,,0.0027,0.58,0.0027,0.58,507,688,4.963,4.829,
133,PSZ2_G037.31-21.54,304.0323134,-5.984018273,20:16:08,-5:59:02,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=304.032313d&lat=-5.984018d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.9612,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.0049,-1.04,,,,,
